ID,name,status,timezone,inflow_n_common,inflow_max_abs_error,inflow_different_values,inflow_mask_disagreements,outflow_n_common,outflow_max_abs_error,outflow_different_values,outflow_mask_disagreements,exact_flow_replay,upstream_negative_inflow_days,upstream_missing_inflow_days,linear_fill_days,long_gap_partial_fill_days,gradient_removed_days
1001,El Dorado Lake,processed,America/Chicago,13062.0,5.684341886080802e-14,0.0,0.0,13058.0,1.4210854715202004e-14,0.0,0.0,True,0.0,1565.0,15.0,14.0,0.0
1003,Toronto Lake,processed,America/Chicago,13065.0,2.2737367544323206e-13,0.0,0.0,13058.0,5.684341886080802e-14,0.0,0.0,True,0.0,1556.0,10.0,7.0,0.0
1006,Stockton Lake,processed,America/Chicago,12793.0,2.2737367544323206e-13,0.0,0.0,12754.0,2.842170943040401e-14,0.0,0.0,True,0.0,1825.0,7.0,7.0,0.0
1007,Fall River Lake,processed,America/Chicago,13065.0,2.2737367544323206e-13,0.0,0.0,13058.0,2.842170943040401e-14,0.0,0.0,True,0.0,1553.0,7.0,7.0,0.0
1017,Clearwater Lake,processed,America/Chicago,14610.0,4.547473508864641e-13,0.0,0.0,14610.0,1.4210854715202004e-14,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
1020,Copan Lake,processed,America/Chicago,12852.0,2.2737367544323206e-13,0.0,0.0,12846.0,2.2737367544323206e-13,0.0,0.0,True,0.0,1602.0,23.0,21.0,0.0
1021,Great Salt Plains Lake,processed,America/Chicago,13065.0,1.1368683772161603e-13,0.0,0.0,13058.0,5.684341886080802e-14,0.0,0.0,True,0.0,1553.0,7.0,7.0,0.0
1023,Kaw Lake,processed,America/Chicago,13065.0,4.547473508864641e-13,0.0,0.0,13058.0,2.2737367544323206e-13,0.0,0.0,True,0.0,1553.0,7.0,7.0,0.0
1026,Table Rock Lake,processed,America/Chicago,14610.0,4.547473508864641e-13,0.0,0.0,14610.0,2.2737367544323206e-13,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
1027,Fort Supply Lake,processed,America/Chicago,13065.0,7.105427357601002e-15,0.0,0.0,13058.0,3.552713678800501e-15,0.0,0.0,True,0.0,1553.0,7.0,7.0,0.0
1028,Birch Lake,processed,America/Chicago,13065.0,2.842170943040401e-14,0.0,0.0,13058.0,7.105427357601002e-15,0.0,0.0,True,0.0,1553.0,7.0,7.0,0.0
1032,Oologah Lake,processed,America/Chicago,13065.0,4.547473508864641e-13,0.0,0.0,13058.0,2.2737367544323206e-13,0.0,0.0,True,0.0,1553.0,7.0,7.0,0.0
1033,Beaver Lake,processed,America/Chicago,14610.0,4.547473508864641e-13,0.0,0.0,14610.0,2.2737367544323206e-13,0.0,0.0,True,1.0,0.0,1.0,0.0,0.0
1036,Bull Shoals Lake,processed,America/Chicago,14610.0,9.094947017729282e-13,0.0,0.0,14610.0,2.2737367544323206e-13,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
1042,Norfork Lake,processed,America/Chicago,14610.0,4.547473508864641e-13,0.0,0.0,14610.0,1.1368683772161603e-13,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
1048,Keystone Lake,processed,America/Chicago,13065.0,9.094947017729282e-13,0.0,0.0,13058.0,9.094947017729282e-13,0.0,0.0,True,0.0,1553.0,7.0,7.0,0.0
1051,,processed,America/Chicago,5418.0,2.2737367544323206e-13,0.0,0.0,5418.0,2.2737367544323206e-13,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
1053,Fort Gibson Lake,processed,America/Chicago,13057.0,9.094947017729282e-13,0.0,0.0,13057.0,4.547473508864641e-13,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
1067,Greers Ferry Lake,processed,America/Chicago,14610.0,4.547473508864641e-13,0.0,0.0,14610.0,5.684341886080802e-14,0.0,0.0,True,1.0,0.0,1.0,0.0,0.0
1070,Conchas Lake,processed,America/Denver,9039.0,2.842170943040401e-14,0.0,0.0,9038.0,2.842170943040401e-14,0.0,0.0,True,0.0,2.0,2.0,0.0,0.0
1075,Robert S. Kerr Reservoir,processed,America/Chicago,5395.0,1.8189894035458565e-12,0.0,0.0,5388.0,1.8189894035458565e-12,0.0,0.0,True,0.0,38.0,14.0,7.0,0.0
1078,Dardanelle Lake,processed,America/Chicago,9869.0,1.8189894035458565e-12,0.0,0.0,9862.0,1.8189894035458565e-12,0.0,0.0,True,247.0,1461.0,254.0,7.0,0.0
1084,Blue Mountain Lake,processed,America/Chicago,14610.0,1.1368683772161603e-13,0.0,0.0,13387.0,5.684341886080802e-14,0.0,0.0,True,7.0,0.0,7.0,0.0,0.0
1086,Santa Rosa Lake,processed,America/Denver,14253.0,1.4210854715202004e-14,0.0,0.0,14594.0,7.105427357601002e-15,0.0,0.0,True,0.0,368.0,10.0,7.0,0.0
1092,Nimrod Lake,processed,America/Chicago,14610.0,2.2737367544323206e-13,0.0,0.0,14610.0,5.684341886080802e-14,0.0,0.0,True,1.0,1.0,2.0,0.0,0.0
1093,Wister Lake,processed,America/Chicago,13065.0,2.2737367544323206e-13,0.0,0.0,13058.0,5.684341886080802e-14,0.0,0.0,True,0.0,1553.0,7.0,7.0,0.0
1095,Lake Altus,processed,America/Chicago,6406.0,5.684341886080802e-14,0.0,0.0,14610.0,2.842170943040401e-14,0.0,0.0,True,2003.0,8107.0,1849.0,399.0,0.0
1101,Arkabutla Lake,processed,America/Chicago,14605.0,2.2737367544323206e-13,0.0,0.0,14610.0,2.842170943040401e-14,0.0,0.0,True,0.0,15.0,9.0,7.0,0.0
1109,Lake Sumner,processed,America/Denver,6540.0,2.2737367544323206e-13,0.0,0.0,9267.0,7.105427357601002e-15,0.0,0.0,True,166.0,8371.0,446.0,147.0,0.0
1112,Lake Ouachita,processed,America/Chicago,14610.0,4.547473508864641e-13,0.0,0.0,14609.0,5.684341886080802e-14,0.0,0.0,True,0.0,10.0,10.0,0.0,0.0
1120,Waurika Lake,processed,America/Chicago,13065.0,1.1368683772161603e-13,0.0,0.0,13058.0,2.842170943040401e-14,0.0,0.0,True,0.0,1553.0,7.0,7.0,0.0
1121,Degray Lake,processed,America/Chicago,14610.0,2.2737367544323206e-13,0.0,0.0,14610.0,2.842170943040401e-14,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
1122,Gillham Lake,processed,America/Chicago,14610.0,1.1368683772161603e-13,0.0,0.0,14610.0,1.4210854715202004e-14,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
1124,Dierks Lake,processed,America/Chicago,9869.0,2.842170943040401e-14,0.0,0.0,9862.0,7.105427357601002e-15,0.0,0.0,True,0.0,4749.0,7.0,7.0,0.0
1125,Lake Greeson,processed,America/Chicago,14610.0,2.2737367544323206e-13,0.0,0.0,14610.0,2.842170943040401e-14,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
1127,Dequeen Lake,processed,America/Chicago,14610.0,1.1368683772161603e-13,0.0,0.0,14610.0,2.842170943040401e-14,0.0,0.0,True,1.0,0.0,1.0,0.0,0.0
1128,Hugo Lake,processed,America/Chicago,7647.0,2.2737367544323206e-13,0.0,0.0,7640.0,2.2737367544323206e-13,0.0,0.0,True,0.0,1553.0,7.0,7.0,0.0
1134,Pat Mayse Lake,processed,America/Chicago,13096.0,5.684341886080802e-14,0.0,0.0,13089.0,1.4210854715202004e-14,0.0,0.0,True,0.0,1522.0,7.0,7.0,0.0
114,Emigrant Lake,processed,America/Los_Angeles,9658.0,3.552713678800501e-15,0.0,0.0,9731.0,3.552713678800501e-15,0.0,0.0,True,294.0,5041.0,365.0,126.0,0.0
1144,Millwood Lake,processed,America/Chicago,9869.0,2.2737367544323206e-13,0.0,0.0,9862.0,2.2737367544323206e-13,0.0,0.0,True,0.0,1461.0,7.0,7.0,0.0
1151,Ray Roberts Lake,processed,America/Chicago,11780.0,2.2737367544323206e-13,0.0,0.0,11873.0,2.842170943040401e-14,0.0,0.0,True,0.0,93.0,0.0,0.0,0.0
1170,Lavon Lake,processed,America/Chicago,12183.0,1.1368683772161603e-13,0.0,0.0,13058.0,2.2737367544323206e-13,0.0,0.0,True,41.0,2436.0,49.0,7.0,0.0
1192,Caddo Lake,processed,America/Chicago,14536.0,2.2737367544323206e-13,0.0,0.0,14512.0,5.684341886080802e-14,0.0,0.0,True,0.0,110.0,33.0,21.0,0.0
1197,,processed,America/Chicago,10850.0,1.1368683772161603e-13,0.0,0.0,10861.0,1.4210854715202004e-14,0.0,0.0,True,82.0,1553.0,69.0,21.0,0.0
1207,Ross R. Barnett Reservoir,duplicate_dates_excluded,,,,,,,,,,,,,,,
1237,,processed,America/Chicago,14610.0,1.1368683772161603e-13,0.0,0.0,14610.0,1.4210854715202004e-14,0.0,0.0,True,0.0,2.0,2.0,0.0,0.0
1249,Hords Creek Lake,processed,America/Chicago,14610.0,3.552713678800501e-15,0.0,0.0,14610.0,1.7763568394002505e-15,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
131,Clair Engle Lake,processed,America/Los_Angeles,14597.0,1.1368683772161603e-13,0.0,0.0,14601.0,2.842170943040401e-14,0.0,0.0,True,820.0,51.0,854.0,28.0,0.0
132,Shasta Lake,processed,America/Los_Angeles,14253.0,4.547473508864641e-13,0.0,0.0,11742.0,4.547473508864641e-13,0.0,0.0,True,1.0,368.0,11.0,7.0,0.0
133,Whiskeytown,processed,America/Los_Angeles,14247.0,5.684341886080802e-14,0.0,0.0,9372.0,2.842170943040401e-14,0.0,0.0,True,153.0,365.0,151.0,28.0,0.0
144,Black Butte Lake,processed,America/Los_Angeles,9188.0,1.1368683772161603e-13,0.0,0.0,9262.0,5.684341886080802e-14,0.0,0.0,True,672.0,4195.0,1255.0,126.0,0.0
148,Lake Oroville,processed,America/Los_Angeles,9245.0,4.547473508864641e-13,0.0,0.0,11810.0,4.547473508864641e-13,0.0,0.0,True,39.0,3730.0,271.0,21.0,0.0
1585,Beltzville Lake,processed,America/New_York,8864.0,2.842170943040401e-14,0.0,0.0,8817.0,7.105427357601002e-15,0.0,0.0,True,14.0,1993.0,100.0,56.0,0.0
1586,J. Edward Roush Lake,processed,America/Indiana/Indianapolis,13515.0,5.684341886080802e-14,0.0,0.0,13515.0,5.684341886080802e-14,0.0,0.0,True,0.0,1096.0,1.0,0.0,0.0
1587,Salamonie Lake,processed,America/Indiana/Indianapolis,13515.0,5.684341886080802e-14,0.0,0.0,13515.0,2.842170943040401e-14,0.0,0.0,True,0.0,1096.0,1.0,0.0,0.0
1592,Mississinewa Lake,processed,America/Indiana/Indianapolis,13515.0,5.684341886080802e-14,0.0,0.0,13515.0,2.842170943040401e-14,0.0,0.0,True,0.0,1096.0,1.0,0.0,0.0
1595,,processed,America/New_York,13835.0,1.1368683772161603e-13,0.0,0.0,13812.0,5.684341886080802e-14,0.0,0.0,True,0.0,47.0,35.0,14.0,0.0
1600,Pleasant Hill Lake,processed,America/New_York,13839.0,2.842170943040401e-14,0.0,0.0,13821.0,7.105427357601002e-15,0.0,0.0,True,0.0,54.0,46.0,14.0,0.0
1606,Atwood Lake,processed,America/New_York,13776.0,1.4210854715202004e-14,0.0,0.0,13729.0,7.105427357601002e-15,0.0,0.0,True,0.0,149.0,74.0,42.0,0.0
1615,Blue Marsh Lake,processed,America/New_York,9143.0,5.684341886080802e-14,0.0,0.0,8815.0,1.4210854715202004e-14,0.0,0.0,True,2.0,1737.0,109.0,70.0,0.0
1617,Tappan Lake,processed,America/New_York,13845.0,7.105427357601002e-15,0.0,0.0,13805.0,3.552713678800501e-15,0.0,0.0,True,0.0,16.0,16.0,0.0,0.0
1619,Clendening Lake,processed,America/New_York,13835.0,1.4210854715202004e-14,0.0,0.0,13820.0,7.105427357601002e-15,0.0,0.0,True,0.0,31.0,19.0,14.0,0.0
1620,Piedmont Lake,processed,America/New_York,13839.0,5.684341886080802e-14,0.0,0.0,13816.0,3.552713678800501e-15,0.0,0.0,True,0.0,37.0,29.0,14.0,0.0
163,Martis Creek Lake,processed,America/Los_Angeles,8735.0,1.7763568394002505e-15,0.0,0.0,8525.0,1.0061396160665481e-16,0.0,0.0,True,0.0,701.0,28.0,28.0,0.0
1631,Dillon Lake,processed,America/New_York,13845.0,5.684341886080802e-14,0.0,0.0,13803.0,2.842170943040401e-14,0.0,0.0,True,0.0,2.0,2.0,0.0,0.0
1634,Clarence J. Brown Reservoir,processed,America/New_York,13515.0,5.684341886080802e-14,0.0,0.0,13514.0,5.684341886080802e-14,0.0,0.0,True,0.0,1095.0,0.0,0.0,0.0
1636,Senecaville Lake,processed,America/New_York,13839.0,2.842170943040401e-14,0.0,0.0,13810.0,7.105427357601002e-15,0.0,0.0,True,0.0,42.0,34.0,14.0,0.0
1645,Cecil M. Harden Lake,processed,America/Indiana/Indianapolis,13515.0,5.684341886080802e-14,0.0,0.0,13515.0,7.105427357601002e-15,0.0,0.0,True,0.0,1099.0,4.0,0.0,0.0
1650,Burr Oak Lake,processed,America/New_York,13845.0,7.105427357601002e-15,0.0,0.0,13795.0,3.552713678800501e-15,0.0,0.0,True,0.0,2.0,2.0,0.0,0.0
1654,Cagles Mill Lake,processed,America/Indiana/Indianapolis,13515.0,5.684341886080802e-14,0.0,0.0,13515.0,7.105427357601002e-15,0.0,0.0,True,0.0,1099.0,4.0,0.0,0.0
1655,Caesar Creek Lake,processed,America/New_York,13555.0,5.684341886080802e-14,0.0,0.0,13546.0,1.4210854715202004e-14,0.0,0.0,True,0.0,1068.0,12.0,7.0,0.0
1656,Brookville Lake,processed,America/Indiana/Indianapolis,13515.0,5.684341886080802e-14,0.0,0.0,13515.0,2.842170943040401e-14,0.0,0.0,True,0.0,1096.0,1.0,0.0,0.0
168,Harry L. Englebright Lake,processed,America/Los_Angeles,9199.0,4.547473508864641e-13,0.0,0.0,14246.0,4.547473508864641e-13,0.0,0.0,True,36.0,6143.0,770.0,42.0,8.0
1683,William H. Harsha Lake,processed,America/New_York,13555.0,5.684341886080802e-14,0.0,0.0,13546.0,2.842170943040401e-14,0.0,0.0,True,0.0,1068.0,12.0,7.0,0.0
169,Lake Mendocino,processed,America/Los_Angeles,9201.0,1.4210854715202004e-14,0.0,0.0,14610.0,2.842170943040401e-14,0.0,0.0,True,42.0,6041.0,670.0,28.0,0.0
1691,Burnsville Lake,processed,America/New_York,13845.0,2.842170943040401e-14,0.0,0.0,13838.0,1.4210854715202004e-14,0.0,0.0,True,0.0,15.0,15.0,0.0,0.0
1699,Sutton Lake,processed,America/New_York,13843.0,5.684341886080802e-14,0.0,0.0,13837.0,2.842170943040401e-14,0.0,0.0,True,0.0,19.0,16.0,7.0,0.0
1703,Patoka Lake,processed,America/Indiana/Vincennes,13515.0,5.684341886080802e-14,0.0,0.0,13515.0,2.842170943040401e-14,0.0,0.0,True,0.0,1098.0,3.0,0.0,0.0
1706,Beech Fork Lake,processed,America/New_York,13835.0,2.842170943040401e-14,0.0,0.0,13793.0,1.4210854715202004e-14,0.0,0.0,True,0.0,44.0,32.0,14.0,0.0
1707,Grayson Lake,processed,America/New_York,13845.0,5.684341886080802e-14,0.0,0.0,13834.0,1.4210854715202004e-14,0.0,0.0,True,0.0,20.0,20.0,0.0,0.0
1709,Summersville Lake,processed,America/New_York,13845.0,2.2737367544323206e-13,0.0,0.0,13837.0,5.684341886080802e-14,0.0,0.0,True,0.0,4.0,4.0,0.0,0.0
1712,East Lynn Lake,processed,America/New_York,13841.0,2.842170943040401e-14,0.0,0.0,13805.0,7.105427357601002e-15,0.0,0.0,True,0.0,65.0,59.0,14.0,0.0
1713,Yatesville Lake,processed,America/New_York,9664.0,1.1368683772161603e-13,0.0,0.0,9640.0,1.4210854715202004e-14,0.0,0.0,True,0.0,4217.0,35.0,7.0,0.0
1714,Cave Run Lake,processed,America/New_York,13524.0,1.1368683772161603e-13,0.0,0.0,13514.0,5.684341886080802e-14,0.0,0.0,True,0.0,1096.0,9.0,7.0,0.0
1716,Rend Lake,processed,America/Chicago,10320.0,1.1368683772161603e-13,0.0,0.0,11379.0,2.842170943040401e-14,0.0,0.0,True,0.0,4388.0,95.0,21.0,0.0
1718,Taylorsville Lake,processed,America/New_York,13456.0,1.1368683772161603e-13,0.0,0.0,13455.0,2.842170943040401e-14,0.0,0.0,True,0.0,5.0,5.0,0.0,0.0
1723,Paintsville Lake,processed,America/New_York,11998.0,2.842170943040401e-14,0.0,0.0,11972.0,7.105427357601002e-15,0.0,0.0,True,0.0,68.0,47.0,7.0,0.0
1726,Dewey Lake,processed,America/New_York,13846.0,2.842170943040401e-14,0.0,0.0,13840.0,1.4210854715202004e-14,0.0,0.0,True,0.0,14.0,14.0,0.0,0.0
173,,processed,America/Los_Angeles,7548.0,2.842170943040401e-14,0.0,0.0,7973.0,1.4210854715202004e-14,0.0,0.0,True,2763.0,3765.0,2660.0,707.0,0.0
1733,R.D. Bailey Lake,processed,America/New_York,13760.0,5.684341886080802e-14,0.0,0.0,13735.0,2.842170943040401e-14,0.0,0.0,True,0.0,107.0,50.0,21.0,0.0
1735,Fishtrap Lake,processed,America/New_York,13479.0,5.684341886080802e-14,0.0,0.0,13811.0,5.684341886080802e-14,0.0,0.0,True,0.0,922.0,545.0,70.0,0.0
1739,Buckhorn Lake,processed,America/New_York,13524.0,5.684341886080802e-14,0.0,0.0,13517.0,2.842170943040401e-14,0.0,0.0,True,0.0,1094.0,7.0,7.0,0.0
1740,Nolin Lake,processed,America/Chicago,13515.0,5.684341886080802e-14,0.0,0.0,13514.0,5.684341886080802e-14,0.0,0.0,True,0.0,1095.0,0.0,0.0,0.0
1741,Green River Lake,processed,America/New_York,13515.0,2.2737367544323206e-13,0.0,0.0,13514.0,5.684341886080802e-14,0.0,0.0,True,0.0,1098.0,3.0,0.0,0.0
1742,John W. Flannagan Lake,processed,America/New_York,13845.0,5.684341886080802e-14,0.0,0.0,13843.0,1.4210854715202004e-14,0.0,0.0,True,0.0,11.0,11.0,0.0,0.0
1744,Carr Creek Lake,processed,America/New_York,13524.0,1.4210854715202004e-14,0.0,0.0,13514.0,3.552713678800501e-15,0.0,0.0,True,0.0,1099.0,12.0,7.0,0.0
1752,Lake Barkley,processed,America/Chicago,14559.0,9.094947017729282e-13,0.0,1.0,14546.0,9.094947017729282e-13,0.0,1.0,False,37.0,32.0,61.0,7.0,0.0
1753,Kentucky Lake,processed,America/Chicago,14610.0,1.8189894035458565e-12,0.0,0.0,14610.0,1.8189894035458565e-12,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
1754,Laurel Lake,processed,America/New_York,14495.0,5.684341886080802e-14,0.0,0.0,14546.0,5.684341886080802e-14,0.0,0.0,True,2622.0,30.0,2552.0,203.0,0.0
1755,Barren River Lake,processed,America/Chicago,13515.0,4.547473508864641e-13,0.0,0.0,13515.0,2.842170943040401e-14,0.0,0.0,True,0.0,1098.0,3.0,0.0,0.0
1756,Lake Cumberland,processed,America/Chicago,14564.0,9.094947017729282e-13,0.0,0.0,14564.0,2.2737367544323206e-13,0.0,0.0,True,1162.0,4.0,1163.0,7.0,0.0
1761,John H. Kerr Reservoir,processed,America/New_York,14610.0,4.547473508864641e-13,0.0,0.0,14610.0,1.1368683772161603e-13,0.0,0.0,True,139.0,0.0,139.0,0.0,0.0
1762,Dale Hollow Lake,processed,America/Chicago,14314.0,2.2737367544323206e-13,0.0,0.0,14546.0,2.842170943040401e-14,0.0,0.0,True,3171.0,34.0,2888.0,455.0,0.0
1768,Old Hickory Lake,processed,America/Chicago,14558.0,4.547473508864641e-13,0.0,0.0,14546.0,4.547473508864641e-13,0.0,0.0,True,5.0,45.0,42.0,7.0,0.0
1775,J. Percy Priest Lake,processed,America/Chicago,14355.0,2.2737367544323206e-13,0.0,0.0,14563.0,5.684341886080802e-14,0.0,1.0,False,2416.0,6.0,2164.0,322.0,0.0
1776,W. Kerr Scott Reservoir,processed,America/New_York,14610.0,5.684341886080802e-14,0.0,0.0,14610.0,2.842170943040401e-14,0.0,0.0,True,4.0,0.0,4.0,0.0,0.0
1777,Center Hill Lake,processed,America/Chicago,14559.0,4.547473508864641e-13,0.0,1.0,14564.0,1.1368683772161603e-13,0.0,1.0,False,571.0,32.0,595.0,7.0,0.0
1782,Falls Lake,processed,America/New_York,13119.0,1.1368683772161603e-13,0.0,0.0,13180.0,2.842170943040401e-14,0.0,0.0,True,3327.0,0.0,3240.0,182.0,0.0
1796,B. Everett Jordan Lake,processed,America/New_York,14610.0,4.547473508864641e-13,0.0,0.0,14606.0,1.1368683772161603e-13,0.0,0.0,True,1005.0,0.0,1004.0,7.0,0.0
180,Lake Sonoma,processed,America/Los_Angeles,9123.0,2.2737367544323206e-13,0.0,0.0,8977.0,1.4210854715202004e-14,0.0,0.0,True,1681.0,2900.0,2209.0,196.0,0.0
182,Folsom Lake,processed,America/Los_Angeles,14253.0,4.547473508864641e-13,0.0,0.0,11735.0,4.547473508864641e-13,0.0,0.0,True,0.0,365.0,7.0,7.0,0.0
1848,Sardis Lake,processed,America/Chicago,14610.0,2.2737367544323206e-13,0.0,0.0,14610.0,5.684341886080802e-14,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
185,Lake Berryessa,processed,America/Los_Angeles,14177.0,2.2737367544323206e-13,0.0,0.0,8335.0,2.842170943040401e-14,0.0,0.0,True,4180.0,369.0,4077.0,273.0,0.0
1851,Hartwell Lake,processed,America/New_York,14610.0,2.2737367544323206e-13,0.0,0.0,14610.0,1.1368683772161603e-13,0.0,0.0,True,323.0,0.0,323.0,0.0,0.0
1864,Enid Lake,processed,America/Chicago,14610.0,2.2737367544323206e-13,0.0,0.0,14610.0,2.842170943040401e-14,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
1869,Grenada Lake,processed,America/Chicago,14610.0,4.547473508864641e-13,0.0,0.0,14610.0,5.684341886080802e-14,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0
1872,J. Strom Thurmond Lake,processed,America/New_York,14610.0,4.547473508864641e-13,0.0,0.0,10744.0,2.2737367544323206e-13,0.0,0.0,True,1308.0,0.0,1308.0,0.0,0.0
1879,Lake Marion,processed,America/New_York,14368.0,2.2737367544323206e-13,0.0,0.0,14221.0,1.1368683772161603e-13,0.0,0.0,True,0.0,352.0,103.0,49.0,0.0
1883,Laurens Shoals,processed,America/New_York,14085.0,1.1368683772161603e-13,0.0,0.0,13988.0,2.842170943040401e-14,0.0,0.0,True,0.0,702.0,162.0,105.0,0.0
1890,Lake Moultrie,processed,America/New_York,4466.0,2.2737367544323206e-13,0.0,0.0,14557.0,4.547473508864641e-13,0.0,0.0,True,1.0,10165.0,21.0,7.0,0.0
190,,processed,America/Los_Angeles,8046.0,2.842170943040401e-14,0.0,0.0,8135.0,5.684341886080802e-14,0.0,0.0,True,9.0,5402.0,663.0,84.0,0.0
191,,processed,America/Los_Angeles,9151.0,5.684341886080802e-14,0.0,0.0,9081.0,2.842170943040401e-14,0.0,0.0,True,2.0,4293.0,655.0,63.0,0.0
1910,Eufaula,processed,America/New_York,13057.0,4.547473508864641e-13,0.0,0.0,13057.0,9.094947017729282e-13,0.0,0.0,True,38.0,1.0,39.0,0.0,0.0
1916,Lake Seminole,processed,America/Chicago,6510.0,3.552713678800501e-15,0.0,0.0,14125.0,9.094947017729282e-13,0.0,0.0,True,0.0,8116.0,14.0,14.0,0.0
193,New Hogan Lake,processed,America/Los_Angeles,9127.0,5.684341886080802e-14,0.0,0.0,9326.0,2.842170943040401e-14,0.0,0.0,True,1013.0,4284.0,1623.0,126.0,0.0
198,New Melones,processed,America/Los_Angeles,9411.0,1.1368683772161603e-13,0.0,0.0,11726.0,2.842170943040401e-14,0.0,0.0,True,17.0,3418.0,104.0,21.0,0.0
203,,processed,America/Los_Angeles,7155.0,2.842170943040401e-14,0.0,0.0,7727.0,2.842170943040401e-14,0.0,0.0,True,197.0,4864.0,740.0,63.0,0.0
204,,processed,America/Los_Angeles,14245.0,2.842170943040401e-14,0.0,0.0,14519.0,2.842170943040401e-14,0.0,0.0,True,566.0,365.0,563.0,21.0,0.0
210,Don Pedro Reservoir,processed,America/Los_Angeles,8481.0,2.2737367544323206e-13,0.0,0.0,14610.0,5.684341886080802e-14,0.0,0.0,True,324.0,7029.0,1215.0,63.0,0.0
214,Lake McClure,processed,America/Los_Angeles,9077.0,1.1368683772161603e-13,0.0,0.0,8221.0,5.684341886080802e-14,0.0,0.0,True,1.0,4485.0,774.0,42.0,0.0
2158,,processed,America/New_York,6821.0,2.842170943040401e-14,0.0,0.0,9681.0,2.842170943040401e-14,0.0,0.0,True,18.0,7924.0,148.0,35.0,0.0
