DAM_ID,STORAGE,STORAGE_START,STORAGE_END,DATA_SOURCE,INFLOW,INFLOW_START,INFLOW_END,DATA_SOURCE.1,OUTFLOW,OUTFLOW_START,OUTFLOW_END,DATA_SOURCE.2,ELEVATION,ELEVATION_START,ELEVATION_END,DATA_SOURCE.3,EVAPORATION,EVAPORATION_START,EVAPORATION_END,DATA_SOURCE.4
952,1,1/1/76,5/6/20,BOR,1,10/2/92,5/6/20,BOR,1,10/1/86,5/6/20,BOR,1,6/13/57,5/6/20,BOR,0,NA,NA,NA
953,1,7/1/64,5/5/20,BOR ,1,7/2/64,5/5/20,BOR ,1,7/1/64,5/5/20,BOR ,1,7/1/64,5/5/20,BOR ,0,NA,NA,NA
955,1,1/1/80,12/31/20,ACE_KAN,0,NA,NA,NA,1,1/1/80,12/31/20,usgs_6906200,1,1/1/80,12/31/20,ACE_KAN,0,NA,NA,NA
956,1,1/1/76,5/6/20,BOR ,1,10/2/92,5/6/20,BOR ,1,10/1/86,5/6/20,BOR ,1,1/1/76,5/6/20,BOR ,0,NA,NA,NA
957,1,5/15/57,12/31/20,ACE_OMA,1,5/2/57,12/31/20,ACE_OMA,1,5/15/57,12/31/20,usgs_6713000,1,5/15/57,12/31/20,ACE_OMA,0,NA,NA,NA
958,1,10/1/50,12/31/18,BOR,1,10/2/50,12/31/18,BOR,1,10/1/50,12/31/18,BOR,1,10/1/50,12/31/18,BOR,0,NA,NA,NA
961,1,1/1/84,12/31/20,ACE_STL,0,NA,NA,NA,1,1/1/80,12/31/20,usgs_5507800,1,1/1/84,12/31/20,ACE_STL,0,NA,NA,NA
962,1,1/1/76,5/6/20,BOR,1,1/1/10,5/6/20,BOR,1,10/1/86,5/6/20,BOR,1,1/1/76,5/6/20,BOR,0,NA,NA,NA
963,1,1/1/76,5/6/20,BOR,1,1/1/10,5/6/20,BOR,1,10/1/86,5/6/20,BOR,1,1/1/76,5/6/20,BOR,0,NA,NA,NA
964,1,12/1/79,12/31/20,ACE_KAN,0,NA,NA,NA,1,12/1/79,12/31/20,usgs_6821150,1,12/1/79,12/31/20,ACE_KAN,0,NA,NA,NA
965,1,7/21/59,12/31/20,ACE_KAN,0,NA,NA,NA,1,7/21/59,12/31/20,usgs_6887000,1,7/21/59,12/31/20,ACE_KAN,0,NA,NA,NA
967,1,1/1/71,12/31/20,ACE_KAN,0,NA,NA,NA,1,1/1/71,12/31/20,usgs_6890900,1,1/1/71,12/31/20,ACE_KAN,0,NA,NA,NA
968,1,1/1/65,12/31/20,ACE_KAN,0,NA,NA,NA,1,1/1/65,12/31/20,usgs_6857100,1,1/1/65,12/31/20,ACE_KAN,0,NA,NA,NA
969,1,10/1/88,12/31/20,ACE_KAN,1,10/1/88,12/31/20,DUKE,1,1/1/80,12/31/20,usgs_6893890,1,10/1/88,12/31/20,ACE_KAN,1,10/1/88,12/31/20,DUKE
972,1,9/4/63,12/31/20,ACE_KAN,0,NA,NA,NA,1,9/4/63,12/31/20,usgs_6868200,1,9/4/63,12/31/20,ACE_KAN,0,NA,NA,NA
974,1,9/15/85,12/31/20,ACE_KAN,1,9/16/85,12/31/20,DUKE,1,9/17/85,12/31/20,DUKE,1,9/15/85,12/31/20,ACE_KAN,1,9/15/85,12/31/20,DUKE
975,1,1/1/78,12/31/20,ACE_KAN,0,NA,NA,NA,1,1/1/78,12/31/20,usgs_6891500,1,1/1/78,12/31/20,ACE_KAN,0,NA,NA,NA
976,1,1/1/76,12/31/18,BOR,1,6/1/93,12/31/18,BOR,1,10/1/86,12/31/18,BOR,1,1/1/76,12/31/18,BOR,0,NA,NA,NA
978,1,10/1/79,12/31/20,ACE_TUL,0,NA,NA,NA,1,10/1/79,12/31/20,usgs_7179500,1,10/1/79,12/31/20,ACE_TUL,0,NA,NA,NA
979,1,10/1/81,12/31/20,ACE_KAN,0,NA,NA,NA,1,1/1/80,12/31/20,usgs_6915000,1,10/1/81,12/31/20,ACE_KAN,0,NA,NA,NA
980,1,7/20/62,12/31/20,ACE_KAN,0,NA,NA,NA,1,7/20/62,12/31/20,usgs_6912500,1,7/20/62,12/31/20,ACE_KAN,0,NA,NA,NA
981,1,1/1/49,12/31/20,ACE_KAN,0,NA,NA,NA,1,1/1/49,12/31/20,usgs_6865500,1,1/1/49,12/31/20,ACE_KAN,0,NA,NA,NA
982,1,10/3/70,12/31/20,ACE_KAN,1,10/3/70,12/31/20,DUKE,1,10/3/70,12/31/20,DUKE,1,10/3/70,12/31/20,ACE_KAN,1,10/3/70,12/31/20,DUKE
983,1,10/1/79,12/31/20,ACE_TUL,0,NA,NA,NA,1,10/1/79,12/31/20,usgs_7179795,1,10/1/79,12/31/20,ACE_TUL,0,NA,NA,NA
987,1,5/15/74,5/5/20,BOR,1,10/1/84,5/5/20,BOR,1,10/1/84,5/5/20,BOR,1,1/9/74,5/5/20,BOR,0,NA,NA,NA
989,1,8/1/77,5/26/20,ACE_KAN,1,8/1/77,5/26/20,DUKE,1,8/1/77,5/26/20,DUKE,1,8/1/77,5/26/20,ACE_KAN,1,1/1/80,5/26/20,DUKE
991,1,10/1/79,12/31/20,ACE_TUL,0,NA,NA,NA,1,10/1/79,12/31/20,usgs_7182510,1,10/1/79,12/31/20,ACE_TUL,0,NA,NA,NA
993,1,1/1/87,12/31/07,AME,1,1/1/87,12/31/07,AME,1,1/1/87,12/31/07,AME,1,1/1/87,12/31/07,AME,1,1/1/87,12/31/07,NA
995,1,7/8/05,1/21/21,BOR,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
998,1,1/1/80,12/31/20,ACE_OMA,0,NA,NA,NA,1,1/1/80,12/31/20,ACE_OMA,0,NA,NA,ACE_OMA,0,NA,NA,NA
1000,1,6/30/60,12/31/20,ACE_KAN,0,NA,NA,NA,1,9/1/60,12/31/20,usgs_6921350,1,6/30/60,12/31/20,ACE_KAN,0,NA,NA,NA
1001,1,10/1/79,5/27/20,ACE_KAN,1,10/1/79,5/27/20,DUKE,1,10/1/79,5/27/20,DUKE,1,10/1/79,5/27/20,ACE_KAN,1,10/1/79,5/27/20,DUKE
1002,1,6/29/05,4/9/13,BOR,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
1003,1,10/1/79,5/27/20,ACE_KAN,1,10/1/79,5/27/20,DUKE,1,10/1/79,5/27/20,DUKE,1,10/1/79,5/27/20,ACE_KAN,1,10/1/79,5/27/20,DUKE
1005,1,10/18/90,12/31/18,BOR,0,NA,NA,NA,0,NA,NA,NA,1,10/18/90,12/31/18,BOR,0,NA,NA,NA
1006,1,10/1/68,12/31/20,ACE_KAN,1,10/1/68,12/31/20,DUKE,1,10/1/68,12/31/20,DUKE,1,10/1/68,12/31/20,ACE_KAN,1,1/1/80,12/31/20,DUKE
1007,1,10/1/79,12/31/20,ACE_KAN,1,10/1/79,12/31/20,DUKE,1,10/1/79,12/31/20,DUKE,1,10/1/79,12/31/20,ACE_KAN,1,10/1/79,12/31/20,DUKE
1014,1,5/26/80,12/31/20,ACE_TUL,0,NA,NA,NA,1,1/1/80,12/31/20,usgs_7170700,1,5/26/80,12/31/20,ACE_TUL,0,NA,NA,NA
1016,1,10/1/89,12/31/20,ACE_ALB,0,NA,NA,NA,1,1/1/80,12/31/20,usgs_7124410,0,NA,NA,NA,0,NA,NA,NA
1017,1,4/2/48,2/19/20,ACE_LIT,1,1/2/36,2/19/20,ACE_LIT,1,5/2/48,2/19/20,ACE_LIT,1,4/2/48,2/19/20,ACE_LIT,0,NA,NA,NA
1019,1,4/1/41,12/31/20,ACE_STL,0,NA,NA,NA,1,4/1/41,12/31/20,ACE_STL,1,4/1/41,12/31/20,ACE_STL,0,NA,NA,NA
1020,1,7/1/80,5/26/20,ACE_TUL,1,7/1/80,5/26/20,DUKE,1,7/1/80,5/26/20,DUKE,1,7/1/80,5/26/20,ACE_TUL,1,7/18/80,5/26/20,DUKE
1021,1,10/1/79,12/31/20,ACE_TUL,1,10/1/79,12/31/20,DUKE,1,10/1/79,12/31/20,DUKE,1,10/1/79,12/31/20,ACE_TUL,1,10/1/79,12/31/20,DUKE
1023,1,10/1/79,5/27/20,ACE_TUL,1,10/1/79,5/27/20,DUKE,1,10/1/79,5/27/20,DUKE,1,10/1/79,5/27/20,ACE_TUL,1,10/1/79,5/27/20,DUKE
1025,1,10/1/79,10/31/94,ACE_TUL,0,NA,NA,NA,0,NA,NA,NA,1,10/1/79,10/31/94,ACE_TUL,0,NA,NA,NA
1026,1,9/2/56,2/14/20,ACE_LIT,1,1/2/40,2/14/20,ACE_LIT,1,9/2/56,2/14/20,ACE_LIT,1,9/2/56,2/14/20,ACE_LIT,0,NA,NA,NA
1027,1,10/1/79,12/31/20,ACE_TUL,1,10/1/79,12/31/20,DUKE,1,10/1/79,12/31/20,DUKE,1,10/1/79,12/31/20,ACE_TUL,1,10/1/79,12/31/20,DUKE
1028,1,10/1/79,5/26/20,ACE_TUL,1,10/1/79,5/26/20,DUKE,1,10/1/79,5/26/20,DUKE,1,10/1/79,5/26/20,ACE_TUL,1,10/1/79,5/26/20,DUKE
1029,1,1/1/80,12/31/20,usgs_7190000,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
1032,1,10/1/79,5/27/20,ACE_TUL,1,10/1/79,5/27/20,DUKE,1,10/1/79,5/27/20,DUKE,1,10/1/79,5/27/20,ACE_TUL,1,10/1/79,5/27/20,DUKE
1033,1,2/19/63,2/14/20,ACE_LIT,1,1/2/41,2/14/20,ACE_LIT,1,2/19/63,2/14/20,ACE_LIT,1,2/18/63,2/14/20,ACE_LIT,0,NA,NA,NA
1034,1,10/1/05,12/31/20,usgs_7191300,0,NA,NA,usgs_7191300,0,NA,NA,usgs_7191300,0,NA,NA,NA,0,NA,NA,NA
1035,1,10/1/01,12/31/20,usgs_7191285,0,NA,NA,NA,1,10/1/01,12/31/20,usgs_7191288,0,NA,NA,NA,0,NA,NA,NA
1036,1,1/2/51,2/14/20,ACE_LIT,1,1/2/37,2/14/20,ACE_LIT,1,1/2/51,2/14/20,ACE_LIT,1,1/2/51,2/14/20,ACE_LIT,0,NA,NA,NA
1037,1,6/26/81,12/31/20,ACE_TUL,0,NA,NA,NA,1,1/1/80,12/31/20,usgs_7177000,1,6/26/81,12/31/20,ACE_TUL,0,NA,NA,NA
1042,1,1/2/45,2/14/20,ACE_LIT,1,1/2/41,2/14/20,ACE_LIT,1,1/2/45,2/14/20,ACE_LIT,1,1/2/45,2/14/20,ACE_LIT,0,NA,NA,NA
1044,1,7/13/89,12/31/20,usgs_7191400,1,NA,NA,usgs_7191400,1,1/1/80,12/31/20,usgs_7191400,0,NA,NA,NA,0,NA,NA,NA
1048,1,10/1/79,5/27/20,ACE_TUL,1,10/1/79,5/27/20,DUKE,1,10/1/79,5/27/20,DUKE,1,10/1/79,5/27/20,ACE_TUL,1,10/1/79,5/27/20,DUKE
1050,1,10/1/79,12/31/20,ACE_TUL,0,NA,NA,NA,1,10/1/83,12/31/20,usgs_7239300,1,10/1/79,12/31/20,ACE_TUL,0,NA,NA,NA
1051,1,10/1/79,10/31/94,DUKE,1,10/1/79,10/31/94,DUKE,1,10/1/79,10/31/94,DUKE,1,10/1/79,10/31/94,DUKE,1,10/1/79,10/31/94,DUKE
1053,1,10/1/79,9/30/15,DUKE,1,10/1/79,9/30/15,DUKE,1,10/1/79,9/30/15,DUKE,1,10/1/79,9/30/15,DUKE,1,10/1/79,9/30/15,DUKE
1055,1,10/1/67,12/31/18,BOR,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,BOR,0,NA,NA,NA
1060,1,10/1/79,12/31/20,ACE_TUL,0,NA,NA,NA,1,10/1/79,12/31/20,usgs_7198000,1,10/1/79,12/31/20,ACE_TUL,0,NA,NA,NA
1061,1,11/17/99,12/31/20,usgs_7159550,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
1063,1,4/1/88,12/31/18,BOR,0,NA,NA,NA,0,NA,NA,NA,1,4/1/88,12/31/18,BOR,0,NA,NA,NA
1067,1,1/2/62,2/14/20,ACE_LIT,1,1/2/41,2/14/20,ACE_LIT,1,1/2/62,2/14/20,ACE_LIT,1,1/2/62,2/14/20,ACE_LIT,0,NA,NA,NA
1068,1,10/1/99,12/31/20,usgs_7240500,0,NA,NA,NA,1,1/1/80,12/31/20,usgs_7241000,0,NA,NA,NA,0,NA,NA,NA
1070,1,1/1/91,9/30/15,DUKE,1,1/1/91,9/30/15,DUKE,1,1/1/91,9/30/15,DUKE,1,1/1/91,9/30/15,DUKE,0,NA,NA,NA
1073,1,1/1/80,12/31/20,usgs_7226800,0,NA,NA,NA,1,1/1/80,12/31/20,usgs_7227000,0,NA,NA,NA,0,NA,NA,NA
1075,1,10/1/79,10/31/94,DUKE,1,10/1/79,10/31/94,DUKE,1,10/1/79,10/31/94,DUKE,1,10/1/79,10/31/94,DUKE,1,10/1/79,10/31/94,DUKE
1076,1,10/1/99,12/31/20,usgs_7229445,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
1077,1,10/1/79,12/31/20,ACE_TUL,0,NA,NA,NA,1,10/1/79,12/31/20,usgs_7245000,1,10/1/79,12/31/20,ACE_TUL,0,NA,NA,NA
1078,1,1/1/89,5/26/20,ACE_LIT,1,1/1/89,5/26/20,DUKE,1,1/1/89,5/26/20,DUKE,1,1/1/89,5/26/20,ACE_LIT,1,1/1/89,5/26/20,DUKE
1080,1,10/31/90,12/31/18,BOR,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,BOR,0,NA,NA,NA
1081,1,10/31/90,12/31/18,BOR,0,NA,NA,NA,0,NA,NA,NA,1,10/31/90,12/31/18,BOR,0,NA,NA,NA
1084,1,3/18/47,2/19/20,ACE_LIT,1,3/2/47,2/19/20,ACE_LIT,1,3/2/47,2/19/20,ACE_LIT,1,3/18/47,2/19/20,ACE_LIT,0,NA,NA,NA
1086,1,1/1/80,1/27/21,BOR,1,1/1/40,1/27/21,BOR,1,1/17/80,1/27/21,usgs_8382830,1,10/1/82,1/27/21,BOR,0,NA,NA,NA
1088,1,8/17/67,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,6/30/96,1/29/21,TWDB,0,NA,NA,NA
1092,1,1/2/44,2/19/20,ACE_LIT,1,1/2/44,2/19/20,ACE_LIT,1,1/2/44,2/19/20,ACE_LIT,1,1/2/44,2/19/20,ACE_LIT,0,NA,NA,NA
1093,1,10/1/79,5/27/20,ACE_TUL,1,10/1/79,5/27/20,DUKE,1,10/1/79,5/27/20,DUKE,1,10/1/79,5/27/20,ACE_TUL,1,10/1/79,5/27/20,DUKE
1095,1,5/26/88,12/31/20,usgs_07302500,1,3/18/91,12/31/20,BOR,1,1/1/80,12/31/20,usgs,1,2/1/88,12/31/20,BOR,0,NA,NA,NA
1099,1,10/1/95,12/31/20,usgs_7308990,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
1101,1,1/1/64,12/31/19,ACE_VIC,1,1/1/64,12/31/19,ACE_VIC,1,1/1/64,12/31/19,ACE_VIC,1,1/1/64,12/31/19,ACE_VIC,1,1/1/64,12/31/19,ACE_VIC
1104,1,10/1/94,12/31/20,usgs_7309500,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
1109,1,10/1/65,1/28/21,BOR,1,2/28/90,1/28/21,BOR,1,2/28/90,1/28/21,BOR,1,10/1/90,1/28/21,BOR,0,NA,NA,NA
1110,1,3/29/13,12/31/20,usgs_7329610,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
1111,1,5/8/14,12/31/20,usgs_7329605,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
1112,1,1/1/61,12/31/19,ACE_VIC,1,1/1/61,12/31/19,ACE_VIC,1,1/1/61,12/31/19,ACE_VIC,1,1/1/61,12/31/19,ACE_VIC,1,1/1/61,12/31/19,ACE_VIC
1113,1,4/17/99,12/31/20,TWDB,0,NA,NA,NA,1,1/1/80,12/31/20,usgs_7298200,1,4/17/99,12/31/20,TWDB,0,NA,NA,NA
1114,1,6/13/07,12/31/20,usgs_7311415,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
1117,1,10/31/90,12/31/18,BOR,0,NA,NA,NA,0,NA,NA,NA,1,10/31/90,12/31/18,BOR,0,NA,NA,NA
1119,1,4/1/87,5/5/20,BOR,0,NA,NA,NA,1,10/1/87,5/5/20,BOR,1,4/1/87,5/5/20,BOR,0,NA,NA,NA
1120,1,10/1/79,5/27/20,ACE_TUL,1,10/1/79,5/27/20,DUKE,1,10/1/79,5/27/20,DUKE,1,10/1/79,5/27/20,ACE_TUL,1,10/1/79,5/27/20,DUKE
1121,1,1/1/72,12/31/19,ACE_VIC,1,1/1/72,12/31/19,ACE_VIC,1,1/1/72,12/31/19,ACE_VIC,1,1/1/72,12/31/19,ACE_VIC,1,1/1/72,12/31/19,ACE_VIC
1122,1,12/12/75,2/19/20,ACE_LIT,1,7/2/73,2/19/20,ACE_LIT,1,7/2/73,2/19/20,ACE_LIT,1,12/12/75,2/19/20,ACE_LIT,0,NA,NA,NA
1123,1,10/1/79,12/31/20,ACE_TUL,0,NA,NA,NA,1,10/1/79,12/31/20,ACE_TUL,1,10/1/79,12/31/20,ACE_TUL,0,NA,NA,NA
1124,1,1/1/89,12/31/20,ACE_LIT,1,1/1/89,12/31/20,DUKE,1,1/1/89,12/31/20,DUKE,1,1/1/89,12/31/20,ACE_LIT,1,1/1/89,12/31/20,DUKE
1125,1,1/1/72,12/31/19,ACE_VIC,1,1/1/72,12/31/19,ACE_VIC,1,1/1/72,12/31/19,ACE_VIC,1,1/1/72,12/31/19,ACE_VIC,1,1/1/72,12/31/19,ACE_VIC
1126,1,10/1/79,5/27/20,ACE_TUL,0,NA,NA,NA,0,NA,NA,NA,1,10/1/79,5/27/20,ACE_TUL,0,NA,NA,NA
1127,1,3/17/79,2/24/20,ACE_LIT,1,8/2/73,2/24/20,ACE_LIT,1,8/2/73,2/24/20,ACE_LIT,1,3/17/79,2/24/20,ACE_LIT,0,NA,NA,NA
1128,1,11/1/94,5/27/20,ACE_TUL,1,11/1/94,5/27/20,DUKE,1,11/1/94,5/27/20,DUKE,1,11/1/94,5/27/20,ACE_TUL,1,11/1/94,5/27/20,DUKE
1129,1,8/15/98,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,8/15/98,1/29/21,TWDB,0,NA,NA,NA
1133,1,3/13/99,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,3/13/99,1/29/21,TWDB,0,NA,NA,NA
1134,1,10/1/79,5/27/20,ACE_TUL,1,10/1/79,5/27/20,DUKE,1,10/1/79,5/27/20,DUKE,1,10/1/79,5/27/20,ACE_TUL,1,10/1/79,5/27/20,DUKE
1135,1,10/1/79,12/31/20,TWDB,0,NA,NA,NA,1,10/1/79,12/31/20,usgs_7331600,1,10/1/79,12/31/20,TWDB,0,NA,NA,NA
1138,1,10/1/00,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,10/1/00,1/29/21,TWDB,0,NA,NA,NA
1139,1,6/2/67,12/31/20,TWDB,0,NA,NA,NA,1,6/2/67,12/31/20,usgs_7314900,1,10/2/96,12/31/20,TWDB,0,NA,NA,NA
1140,1,10/2/49,12/31/20,TWDB,0,NA,NA,NA,1,10/1/59,12/31/20,usgs_7312100,1,10/2/93,12/31/20,TWDB,0,NA,NA,NA
1141,1,3/26/99,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,3/26/99,1/29/21,TWDB,0,NA,NA,NA
1144,1,1/1/89,5/26/20,ACE_LIT,1,1/1/89,5/26/20,DUKE,1,1/1/89,5/26/20,DUKE,1,1/1/89,5/26/20,ACE_LIT,1,1/1/89,5/26/20,DUKE
1145,1,2/1/46,12/31/20,TWDB,0,NA,NA,NA,1,2/1/46,12/31/20,usgs_7314500,1,3/6/99,12/31/20,TWDB,0,NA,NA,NA
1146,1,3/25/99,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,3/25/99,1/29/21,TWDB,0,NA,NA,NA
1148,1,4/2/64,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,1/22/99,1/29/21,TWDB,0,NA,NA,NA
1149,1,3/5/99,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,3/5/99,1/29/21,TWDB,0,NA,NA,NA
1150,1,10/2/76,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,7/4/98,1/29/21,TWDB,0,NA,NA,NA
1151,1,6/30/87,5/17/20,ACE_FOR,1,10/1/87,5/17/20,ACE_FOR,1,6/30/87,5/17/20,usgs_8051135,1,6/30/87,5/17/20,ACE_FOR,0,NA,NA,NA
1152,1,9/30/91,12/31/20,TWDB,0,NA,NA,NA,1,1/1/80,12/31/20,usgs_7342500,1,9/30/91,12/31/20,TWDB,0,NA,NA,NA
1153,1,1/1/54,5/26/20,ACE_FOR,0,NA,NA,ACE_FOR,0,NA,NA,NA,1,1/1/54,5/26/20,ACE_FOR,0,NA,NA,NA
1154,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,9/21/84,8/15/15,ACE_VIC,0,NA,NA,NA
1156,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,1/28/38,9/30/15,ACE_VIC,0,NA,NA,NA
1158,1,3/4/99,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,3/4/99,1/29/21,TWDB,0,NA,NA,NA
1159,1,10/2/77,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,10/2/96,1/29/21,TWDB,0,NA,NA,NA
1160,1,3/26/99,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,3/26/99,1/29/21,TWDB,0,NA,NA,NA
1161,1,10/2/63,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,10/2/96,1/29/21,TWDB,0,NA,NA,NA
1163,1,8/9/77,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,10/2/87,1/29/21,TWDB,0,NA,NA,NA
1164,1,11/1/54,12/31/20,TWDB,0,NA,NA,NA,1,11/1/54,12/31/20,usgs_8053000,1,11/1/54,12/31/20,TWDB,0,NA,NA,NA
1165,1,10/1/97,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,10/1/97,1/29/21,TWDB,0,NA,NA,NA
1166,1,7/1/53,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,2/12/99,1/29/21,TWDV,0,NA,NA,NA
1167,1,7/2/98,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,7/2/98,1/29/21,TWDB,0,NA,NA,NA
1170,1,10/2/53,12/31/20,TWDB,1,6/1/82,12/31/20,DUKE,1,9/14/54,12/31/20,DUKE,1,9/14/54,12/31/20,ACE_FOR,1,1/1/93,12/31/20,DUKE
1171,1,7/2/52,12/31/20,TWDB,0,NA,NA,NA,1,7/2/52,12/31/20,usgs_8055000,1,10/27/89,12/31/20,TWDB,0,NA,NA,NA
1176,1,3/22/41,12/31/20,TWDB,0,NA,NA,NA,1,10/1/89,12/31/20,usgs_8088610,1,1/1/47,12/31/20,TWDB,0,NA,NA,NA
1177,1,2/28/34,1/29/21,TWDB,0,NA,NA,NA,1,2/20/09,1/29/21,usgs_08045000,1,1/3/88,1/29/21,TWDB,0,NA,NA,NA
1179,1,10/2/62,12/31/20,TWDB,0,NA,NA,NA,1,9/25/15,12/31/20,usgs_8086500,1,4/9/97,12/31/20,TWDB,0,NA,NA,NA
1181,1,10/2/60,12/31/20,TWDB,0,NA,NA,NA,1,10/1/70,12/31/20,usgs_8017410,1,10/2/95,12/31/20,TWDB,0,NA,NA,NA
1182,1,10/2/79,12/31/20,TWDB,0,NA,NA,NA,1,10/2/79,12/31/20,usgs_8019000,1,10/2/88,12/31/20,TWDB,0,NA,NA,NA
1183,1,10/2/96,12/31/20,TWDB,0,NA,NA,NA,1,1/1/80,12/31/20,usgs_8061750,1,10/2/96,12/31/20,TWDB,0,NA,NA,NA
1184,1,10/2/81,1/29/21,TWDB,0,NA,NA,NA,1,2/20/09,1/29/21,usgs_08045400,1,10/2/90,1/29/21,TWDB,0,NA,NA,NA
1185,1,8/29/98,12/31/20,TWDB,0,NA,NA,NA,1,5/1/80,12/31/20,usgs_8045850,1,8/29/98,12/31/20,TWDB,0,NA,NA,NA
1186,1,8/23/57,12/31/20,TWDB,0,NA,NA,NA,1,8/23/57,12/31/20,usgs_7346000,1,8/23/57,12/31/20,TWDB,0,NA,NA,NA
1188,1,10/2/60,12/31/20,TWDB,0,NA,NA,NA,1,10/2/60,12/31/20,usgs_8050100,1,10/2/87,12/31/20,TWDB,0,NA,NA,NA
1189,1,4/22/99,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,4/22/99,1/29/21,TWDB,0,NA,NA,NA
1190,1,4/2/57,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,1/3/88,1/29/21,TWDB,0,NA,NA,NA
1192,1,7/11/32,7/13/20,ACE_VIC,1,7/11/32,7/13/20,ACE_VIC,1,7/11/32,7/13/20,ACE_VIC,0,NA,NA,NA,1,7/11/32,7/13/20,ACE_VIC
1194,1,10/2/52,12/31/20,TWDB,0,NA,NA,NA,1,10/2/52,12/31/20,usgs_8047000,1,9/30/88,12/31/20,TWDB,0,NA,NA,NA
1196,1,2/20/99,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,2/20/99,1/29/21,TWDB,0,NA,NA,NA
1197,1,1/6/86,5/26/20,ACE_FOR,1,1/6/86,5/26/20,DUKE,1,1/6/86,5/26/20,DUKE,1,1/6/86,5/26/20,ACE_FOR,1,1/1/93,5/26/20,DUKE
1198,1,10/1/65,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,3/4/99,1/29/21,TWDB,0,NA,NA,NA
1201,1,1/2/54,12/31/20,TWDB,0,NA,NA,NA,1,10/1/58,12/31/20,usgs_8119500,1,2/19/99,12/31/20,TWDB,0,NA,NA,NA
1202,1,1/1/88,1/28/21,BOR,1,10/1/90,1/28/21,BOR,1,10/1/90,1/28/21,BOR,1,1/1/88,1/28/21,BOR,0,NA,NA,BOR
1205,1,2/11/99,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,2/11/99,1/29/21,TWDB,0,NA,NA,NA
1207,1,1/1/65,9/29/20,PRVWD,1,1/1/65,9/29/20,PRVWD,1,1/1/65,9/29/20,PRVWD,1,1/1/65,9/29/20,PRVWD,0,NA,NA,NA
1208,1,10/2/72,12/31/20,TWDB,0,NA,NA,NA,1,1/19/12,12/31/20,usgs_8090905,1,10/2/87,12/31/20,TWDB,0,NA,NA,NA
1210,1,2/1/55,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,3/31/99,1/29/21,TWDB,0,NA,NA,NA
1212,1,4/3/99,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,4/3/99,1/29/21,TWDB,0,NA,NA,NA
1214,1,4/2/49,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,10/2/96,1/29/21,TWDB,0,NA,NA,NA
1216,1,10/2/94,12/31/20,TWDB,0,NA,NA,NA,1,1/1/80,12/31/20,usgs_8091750,1,10/2/94,12/31/20,TWDB,0,NA,NA,NA
1217,1,10/2/59,1/29/21,TWDB,0,NA,NA,NA,0,NA,NA,NA,1,5/30/97,1/29/21,TWDB,0,NA,NA,NA
