ID,date,cars,upstream,abs_difference
1740,1997-03-01,577.8414999999999,746.438,168.5965000000001
1740,1983-04-29,483.3780416666667,599.707,116.32895833333328
1740,2010-05-02,574.2835416666667,687.85,113.56645833333334
1741,2010-05-04,531.5733333333333,286.417,245.1563333333333
1741,1984-05-07,1840.7551666666668,2073.406,232.65083333333314
1741,2010-05-02,1237.900666666667,1464.304,226.4033333333332
1742,1984-05-07,276.83900000000006,319.47,42.63099999999997
1742,2002-03-19,106.35633333333335,65.468,40.88833333333335
1742,1984-05-08,117.73666666666664,77.39,40.346666666666636
1744,1989-01-11,171.7125,216.9,45.1875
1744,1989-01-12,64.38225,24.246,40.136250000000004
1744,1989-10-17,83.94983333333333,100.567,16.617166666666662
1752,1982-12-07,1474.73875,-0.057,1474.79575
1752,1983-02-20,1366.8625,-19.595,1386.4575
1752,1983-03-31,743.3867500000001,-209.544,952.9307500000001
1753,1994-03-27,7812.76125,9642.239,1829.47775
1753,1983-04-05,6684.88875,8143.912,1459.0232500000002
1753,1990-12-22,9970.40925,11416.513,1446.1037500000002
1754,1984-05-07,573.0611666666667,670.57,97.50883333333331
1754,1983-07-17,41.44408333333333,-43.042,84.48608333333334
1754,2010-09-10,71.31116666666667,-0.198,71.50916666666666
1755,2010-05-02,2253.3876666666665,2773.871,520.4833333333336
1755,2010-05-04,655.8769583333333,298.013,357.8639583333333
