ID,source,start,window,n_days,top10_inflow_share
292,cars,1980,early,3637,0.01890920147241136
292,cars,1980,late,3650,0.02629334991068072
292,cars,2000,early,3653,0.02777942825308069
292,cars,2000,late,3652,0.02072831277585709
292,upstream,1980,early,3497,0.019507495405097792
292,upstream,1980,late,3251,0.030204388181874875
292,upstream,2000,early,3630,0.029499167735079573
292,upstream,2000,late,3642,0.021581835904441158
293,cars,1980,early,3161,0.03814969780572228
293,cars,1980,late,3652,0.04270868389632559
297,cars,1980,early,3653,0.019785386023995776
297,cars,1980,late,3652,0.017483512733541675
297,upstream,1980,early,3642,0.019953554188342763
297,upstream,1980,late,3641,0.017759824225491695
300,cars,1980,early,3603,0.03786628901274296
300,cars,1980,late,3633,0.03129961261475046
300,cars,2000,early,3183,0.05599216227557981
300,cars,2000,late,3652,0.04478194852553062
300,upstream,1980,early,3168,0.04262341438361751
300,upstream,1980,late,3617,0.03249969652106057
307,cars,1980,early,3653,0.017902881756339944
307,cars,1980,late,3652,0.013440662152981888
307,cars,2000,early,3653,0.013831333970866692
307,cars,2000,late,3652,0.022187996575260674
307,upstream,1980,early,3653,0.018542478035346883
307,upstream,1980,late,3652,0.013531982393670431
307,upstream,2000,early,3653,0.014068604700481071
307,upstream,2000,late,3649,0.023114884226146583
310,cars,1980,early,3653,0.006519769915427839
310,cars,1980,late,3652,0.008185053375817906
310,cars,2000,early,3653,0.007141265199537777
310,cars,2000,late,2922,0.008853678215841376
310,upstream,1980,early,3652,0.006537868463814849
310,upstream,1980,late,3652,0.00820027674128901
310,upstream,2000,early,3653,0.0071718670412115855
310,upstream,2000,late,2920,0.008875696559586973
316,cars,2000,early,3653,0.014727790349719648
316,cars,2000,late,3652,0.013105856439787112
316,upstream,2000,early,3653,0.014807625607347929
316,upstream,2000,late,3652,0.013223626252145798
319,cars,1980,early,3653,0.03183003074658462
319,cars,1980,late,3652,0.02989739293562296
319,cars,2000,early,3653,0.02573778681630531
319,cars,2000,late,3652,0.029696704608450166
319,upstream,1980,early,3651,0.03222260015303315
319,upstream,1980,late,3652,0.030779918214388212
319,upstream,2000,early,3653,0.026184840097873256
319,upstream,2000,late,3652,0.030680453515357673
355,cars,1980,early,3653,0.013436286685840758
355,cars,1980,late,3652,0.014460197828077614
355,cars,2000,early,3653,0.0200321480771995
355,cars,2000,late,3652,0.013039141146057477
355,upstream,1980,early,3653,0.013895243460733673
355,upstream,1980,late,3652,0.014630219640690868
355,upstream,2000,early,3653,0.02005292538799753
355,upstream,2000,late,3652,0.013146342830782467
361,cars,2000,early,3608,0.029576514958162204
361,cars,2000,late,3287,0.03928926754771312
361,upstream,2000,early,3178,0.031616812561772456
361,upstream,2000,late,3215,0.03976005926827508
362,cars,1980,early,3653,0.019113057007527325
362,cars,1980,late,3652,0.01589217744021561
362,cars,2000,early,3653,0.014654985152191697
362,cars,2000,late,3652,0.01408526188724804
362,upstream,1980,early,3653,0.019281981802477748
362,upstream,1980,late,3652,0.016060137967673468
362,upstream,2000,early,3653,0.014770334808193218
362,upstream,2000,late,3652,0.014122051912556433
364,cars,2000,early,3653,0.010906082316085112
364,cars,2000,late,3287,0.013278732248054013
364,upstream,2000,early,3651,0.011303647779103932
364,upstream,2000,late,3287,0.013468470622971164
367,cars,1980,early,3620,0.025844391407455935
367,cars,1980,late,3638,0.024135888922584506
367,cars,2000,early,3649,0.03091792751831353
367,cars,2000,late,3648,0.028139231223815873
368,cars,2000,early,3617,0.022343191368004035
368,cars,2000,late,2922,0.025314320258159845
368,upstream,2000,early,2898,0.028414412068009823
368,upstream,2000,late,2905,0.025713159625521086
372,cars,1980,early,3647,0.027127441485514082
372,cars,1980,late,3651,0.03249397636131001
372,cars,2000,early,3647,0.03536971766343494
372,cars,2000,late,3640,0.04108088294182944
372,upstream,1980,early,3218,0.029731255738633663
372,upstream,1980,late,3214,0.03542440419979376
372,upstream,2000,early,3526,0.03615586250111226
372,upstream,2000,late,3522,0.042621510465707745
373,cars,1980,early,3653,0.03050085963845758
373,cars,1980,late,3652,0.02884441164318473
373,cars,2000,early,3653,0.028864579304268764
373,cars,2000,late,3652,0.0253323383357853
373,upstream,1980,early,3653,0.030866402243270613
373,upstream,1980,late,3652,0.028981405828222482
373,upstream,2000,early,3652,0.029077234349223144
373,upstream,2000,late,3651,0.0257444235871208
378,cars,2000,early,3132,0.03686536161168487
378,cars,2000,late,3553,0.029961944538456995
384,cars,1980,early,3653,0.026368816693594255
384,cars,1980,late,3652,0.025281688570573228
384,cars,2000,early,3653,0.022384707557219857
384,cars,2000,late,3652,0.02356568721531074
384,upstream,1980,early,3599,0.026855135672486763
384,upstream,1980,late,3626,0.025676089854606045
384,upstream,2000,early,3634,0.022785374455262956
384,upstream,2000,late,3638,0.024342201962089964
385,cars,1980,early,3653,0.039963013778365614
385,cars,1980,late,3598,0.04241367499238645
386,cars,1980,early,3653,0.045465252776051956
386,cars,1980,late,3652,0.06844541405338486
386,cars,2000,early,3653,0.05322172697112729
386,cars,2000,late,3652,0.03807662446629247
386,upstream,1980,early,3613,0.0467601489451282
386,upstream,1980,late,3561,0.07077085569890208
386,upstream,2000,early,3611,0.05518828500837629
386,upstream,2000,late,3614,0.03961507568246904
390,cars,1980,early,3644,0.0463706164824548
390,cars,1980,late,3652,0.04357117904796542
390,cars,2000,early,3606,0.059040193806321785
390,cars,2000,late,3615,0.0526848309307665
391,cars,2000,early,3653,0.01657456407565379
391,cars,2000,late,3652,0.015293129681132776
391,upstream,2000,early,3643,0.016585585970347518
391,upstream,2000,late,3650,0.015340739648102907
393,cars,1980,early,3653,0.024385413357861697
393,cars,1980,late,3652,0.02619765401392943
393,cars,2000,early,3653,0.026605367363420986
393,cars,2000,late,3652,0.030126683016235355
393,upstream,1980,early,3653,0.024490486712216396
393,upstream,1980,late,3652,0.02646699821719812
393,upstream,2000,early,3653,0.027100893194974655
393,upstream,2000,late,3647,0.030634292539421192
398,cars,1980,early,3653,0.02646867337761762
398,cars,1980,late,3652,0.027094394410436116
398,cars,2000,early,3653,0.02262436102619006
398,cars,2000,late,3652,0.029743940457216917
398,upstream,1980,early,3578,0.028175994211182647
398,upstream,1980,late,3632,0.027745781943368714
398,upstream,2000,early,3633,0.024102098502129223
398,upstream,2000,late,3632,0.03066817564218266
399,cars,1980,early,3653,0.011693884380918689
399,cars,1980,late,3637,0.0154626366441903
399,cars,2000,early,3650,0.013264277912348486
399,cars,2000,late,3279,0.013707302303318267
41,cars,2000,early,3653,0.022343316310475262
41,cars,2000,late,3652,0.015218523405886485
41,upstream,2000,early,3653,0.024195032960570736
41,upstream,2000,late,3651,0.016004298338973256
413,cars,2000,early,3644,0.012139536917081735
413,cars,2000,late,3649,0.011352705950981576
413,upstream,2000,early,3619,0.012176918631339042
413,upstream,2000,late,3620,0.01140282754356382
415,cars,1980,early,3653,0.014611368080612872
415,cars,1980,late,3652,0.01166740508894794
415,cars,2000,early,3653,0.008818381190219484
415,cars,2000,late,3287,0.01651772953625382
415,upstream,1980,early,3653,0.014623166945439714
415,upstream,1980,late,3639,0.011671959340820126
415,upstream,2000,early,3653,0.008831402710209081
415,upstream,2000,late,3287,0.016533528494736396
416,cars,1980,early,3653,0.021050301331570483
416,cars,1980,late,3652,0.014432293283137774
416,cars,2000,early,3653,0.010108147344121382
416,cars,2000,late,3287,0.02215485123325685
416,upstream,1980,early,3653,0.021209306706660148
416,upstream,1980,late,3646,0.01446318434721233
416,upstream,2000,early,3653,0.010347584529396872
416,upstream,2000,late,3287,0.02236114461037773
419,cars,2000,early,3646,0.02898630063869939
419,cars,2000,late,3652,0.03791851945866133
419,upstream,2000,early,3174,0.034091137503567806
419,upstream,2000,late,3590,0.0406386522607265
42,cars,2000,early,3653,0.021731179811967854
42,cars,2000,late,3652,0.014646499896525932
42,upstream,2000,early,3653,0.02392920083957729
42,upstream,2000,late,3651,0.015204912409454738
421,cars,1980,early,3653,0.028345941013540415
421,cars,1980,late,3652,0.023824444558907722
421,cars,2000,early,3653,0.0265189533538683
421,cars,2000,late,3287,0.03422996991782508
421,upstream,1980,early,3653,0.028512511962163103
421,upstream,1980,late,3651,0.02399049287368549
421,upstream,2000,early,3649,0.02687072947139534
421,upstream,2000,late,3287,0.03445772318267887
423,cars,1980,early,3653,0.026588270124500088
423,cars,1980,late,3652,0.023884009844687595
423,cars,2000,early,3653,0.02171648370187928
423,cars,2000,late,3652,0.02401733715014414
423,upstream,1980,early,3653,0.026606699764934943
423,upstream,1980,late,3650,0.023913460337694117
423,upstream,2000,early,3653,0.021795290151473003
423,upstream,2000,late,3651,0.024080350599062144
431,cars,2000,early,3588,0.028659708453896697
431,cars,2000,late,3201,0.03147919904108072
438,cars,2000,early,3277,0.028731091868456488
438,cars,2000,late,3652,0.030070687014474153
442,cars,2000,early,3653,0.024076070479629348
442,cars,2000,late,3652,0.042411209932130337
442,upstream,2000,early,3183,0.026886910422248004
442,upstream,2000,late,3611,0.04305869818615274
445,cars,1980,early,3248,0.032010927506271866
445,cars,1980,late,3285,0.030421435853316848
445,cars,2000,early,3652,0.03217281267911807
445,cars,2000,late,3652,0.03830629396876607
445,upstream,1980,early,2874,0.035842193526560415
445,upstream,1980,late,3262,0.032209242491837854
445,upstream,2000,early,3627,0.03313933772991685
445,upstream,2000,late,3630,0.03920170232107426
448,cars,2000,early,3646,0.03295694320570155
448,cars,2000,late,2917,0.06090552383224164
448,upstream,2000,early,3578,0.03452496256254656
448,upstream,2000,late,2884,0.06219566400973475
449,cars,1980,early,3592,0.019880764611796907
449,cars,1980,late,3652,0.016356605448484825
449,cars,2000,early,3641,0.020324571362430596
449,cars,2000,late,3652,0.024345058307084513
449,upstream,1980,early,2910,0.028362651464445297
449,upstream,1980,late,3599,0.01775225398772715
449,upstream,2000,early,3613,0.02070795719015053
449,upstream,2000,late,3651,0.02460908185621363
450,cars,2000,early,3642,0.0215135705782388
450,cars,2000,late,3640,0.026862618544122797
451,cars,1980,early,3653,0.019083596675998554
451,cars,1980,late,3652,0.01759335894756782
451,cars,2000,early,3653,0.0207570341204646
451,cars,2000,late,3652,0.017637239232953576
451,upstream,1980,early,3653,0.019280296295990627
451,upstream,1980,late,3652,0.017889214426990565
451,upstream,2000,early,3649,0.02105423138770651
451,upstream,2000,late,3652,0.018069295844247366
456,cars,1980,early,3653,0.02621957382198746
456,cars,1980,late,3652,0.024501720678937484
456,cars,2000,early,3260,0.03348247137327664
456,cars,2000,late,3652,0.03787601210654837
456,upstream,1980,early,3648,0.026504830517155884
456,upstream,1980,late,3627,0.02511353299937
456,upstream,2000,early,2902,0.03969909828153181
456,upstream,2000,late,3619,0.03820163423556878
467,cars,2000,early,3653,0.02747225649948772
467,cars,2000,late,3652,0.026986779705974743
467,upstream,2000,early,3631,0.028508029966228
467,upstream,2000,late,3638,0.027139738102907866
469,cars,2000,early,3643,0.02833366213588285
469,cars,2000,late,3652,0.022706380275539114
469,upstream,2000,early,2846,0.03236325406771119
469,upstream,2000,late,3562,0.023389973684883457
470,cars,2000,early,3641,0.03408622840630249
470,cars,2000,late,3652,0.05007513666759949
470,upstream,2000,early,3607,0.03505312500453189
470,upstream,2000,late,3629,0.05049051150281926
471,cars,2000,early,3653,0.03752175660131545
471,cars,2000,late,3650,0.03676956765082125
473,cars,1980,early,3605,0.034056681463696094
473,cars,1980,late,3626,0.02711085408026094
473,cars,2000,early,3641,0.025254009120008792
473,cars,2000,late,3632,0.028256659897780236
477,cars,2000,early,2922,0.021093116364768037
477,cars,2000,late,3652,0.014618148081376531
477,upstream,2000,early,2921,0.021742989397435276
477,upstream,2000,late,3652,0.014666092118374765
488,cars,1980,early,3653,0.02532905726264947
488,cars,1980,late,3612,0.011789328882328351
488,cars,2000,early,3647,0.01522593197990753
488,cars,2000,late,3652,0.014473925000841131
488,upstream,1980,early,3609,0.025628921232729772
488,upstream,1980,late,3585,0.012081246534570685
488,upstream,2000,early,3600,0.015864471029377533
488,upstream,2000,late,3640,0.014678808020057495
492,cars,1980,early,3653,0.019902536091616314
492,cars,1980,late,3652,0.022121052525969385
492,cars,2000,early,3288,0.02648075161276272
492,cars,2000,late,3252,0.021612088371074176
493,cars,2000,early,2881,0.022587359799875324
493,cars,2000,late,3643,0.02013618678064468
497,cars,1980,early,3653,0.027762850144376072
497,cars,1980,late,3652,0.025509867236113083
497,cars,2000,early,3653,0.028039919425634944
497,cars,2000,late,3652,0.02515005103546595
497,upstream,1980,early,3647,0.028070733602936524
497,upstream,1980,late,3647,0.025657514715780837
497,upstream,2000,early,3647,0.02825915021928554
497,upstream,2000,late,3643,0.025590080950752544
500,cars,2000,early,2922,0.03019522384147638
500,cars,2000,late,3652,0.026755074806579654
500,upstream,2000,early,2920,0.030276612228061665
500,upstream,2000,late,3638,0.026924099668319768
502,cars,1980,early,3653,0.02085226607304332
502,cars,1980,late,3652,0.01961997975166218
502,cars,2000,early,3287,0.024023623187521572
502,cars,2000,late,3625,0.020859975075521175
502,upstream,1980,early,3652,0.02103618922575384
502,upstream,1980,late,3652,0.019735512124668942
502,upstream,2000,early,3285,0.02411423185199632
502,upstream,2000,late,3617,0.020966323553865216
505,cars,1980,early,2922,0.07458981532185611
505,cars,1980,late,3596,0.017181464756877755
505,cars,2000,early,3652,0.011580634683565745
505,cars,2000,late,3651,0.02311533296121474
505,upstream,1980,early,2919,0.0748070910220851
505,upstream,1980,late,3581,0.01731106394403011
505,upstream,2000,early,3636,0.011638241282062358
505,upstream,2000,late,3637,0.023464436038340045
506,cars,1980,early,3619,0.04642503613740807
506,cars,1980,late,3636,0.03869806580302553
506,cars,2000,early,3633,0.037082466827019774
506,cars,2000,late,3644,0.03807830278707633
509,cars,1980,early,3653,0.022435652975240798
509,cars,1980,late,3629,0.024707478832686855
509,cars,2000,early,3653,0.022593814692500186
509,cars,2000,late,3652,0.02322570562621472
509,upstream,1980,early,3653,0.02247380632920101
509,upstream,1980,late,3619,0.024778449095518844
509,upstream,2000,early,3637,0.022757683211889666
509,upstream,2000,late,3652,0.02342888582441979
511,cars,1980,early,3653,0.025317321931545903
511,cars,1980,late,3650,0.04508994350436173
511,cars,2000,early,3632,0.03573353237704732
511,cars,2000,late,3652,0.049642886596673166
511,upstream,1980,early,3653,0.025648461095919072
511,upstream,1980,late,3649,0.045329688708527896
511,upstream,2000,early,3628,0.03590784780536005
511,upstream,2000,late,3652,0.04976244716844041
517,cars,1980,early,3653,0.024847485078526414
517,cars,1980,late,3652,0.02540687939179251
517,cars,2000,early,3640,0.02220129749153619
517,cars,2000,late,3640,0.024968331297870495
517,upstream,1980,early,3653,0.02529037511584786
517,upstream,1980,late,3652,0.026465186828294098
517,upstream,2000,early,3612,0.022566746024824627
517,upstream,2000,late,3617,0.02544219730769324
518,cars,2000,early,3646,0.03263669915423754
518,cars,2000,late,3649,0.03991074250068523
518,upstream,2000,early,3543,0.03357225862326706
518,upstream,2000,late,3627,0.04041343931714074
522,cars,1980,early,3653,0.018535509733012972
522,cars,1980,late,3619,0.029606491150589883
522,cars,2000,early,3653,0.011143216334259258
522,cars,2000,late,3652,0.025343456480203853
522,upstream,1980,early,3652,0.01867566089320039
522,upstream,1980,late,3617,0.029854315094267257
522,upstream,2000,early,3649,0.01123638633267863
522,upstream,2000,late,3652,0.025369215297473942
524,cars,2000,early,3653,0.05140140938681156
524,cars,2000,late,3266,0.04826265075620682
524,upstream,2000,early,3653,0.05145246056548612
524,upstream,2000,late,3253,0.04909882767615236
529,cars,1980,early,3647,0.022160212523855565
529,cars,1980,late,3634,0.03724841327436589
529,cars,2000,early,3639,0.02199745851151097
529,cars,2000,late,3636,0.030280699029203172
530,cars,2000,early,3653,0.015515081646439468
530,cars,2000,late,3652,0.026255112881129944
530,upstream,2000,early,3653,0.01563499115919675
530,upstream,2000,late,3652,0.026262733867053214
531,cars,2000,early,3653,0.035552067944981475
531,cars,2000,late,3651,0.034457022906994525
531,upstream,2000,early,3635,0.03591678122106144
531,upstream,2000,late,3637,0.03738038017013673
533,cars,2000,early,3653,0.010733823964221467
533,cars,2000,late,3652,0.02788688483372065
533,upstream,2000,early,3619,0.010913425234421303
533,upstream,2000,late,3628,0.02804448650497125
536,cars,1980,early,3653,0.019804614858962958
536,cars,1980,late,3652,0.024138134204677794
536,cars,2000,early,3642,0.02114134467065443
536,cars,2000,late,3652,0.021142620987326985
536,upstream,1980,early,3653,0.020491827468018437
536,upstream,1980,late,3652,0.02462108336441592
536,upstream,2000,early,3631,0.021359566845660743
536,upstream,2000,late,3649,0.021468422959748604
541,cars,1980,early,3653,0.02545157839227401
541,cars,1980,late,3652,0.02167584040913236
541,cars,2000,early,3653,0.02045184201240374
541,cars,2000,late,3652,0.020373143156823863
541,upstream,1980,early,3653,0.025565617383047107
541,upstream,1980,late,3652,0.021714501971178593
541,upstream,2000,early,3653,0.020592323818972906
541,upstream,2000,late,3652,0.020508197823392478
542,cars,1980,early,3653,0.013493255880913305
542,cars,1980,late,3652,0.01582267340894533
542,cars,2000,early,3653,0.014959805113651647
542,cars,2000,late,3652,0.02182708872750788
542,upstream,1980,early,3652,0.013560879181266201
542,upstream,1980,late,3639,0.015868821067905593
542,upstream,2000,early,3651,0.014999104509909015
542,upstream,2000,late,3652,0.021865191349697284
549,cars,2000,early,3653,0.032827176691535384
549,cars,2000,late,3283,0.058317010700835094
549,upstream,2000,early,3578,0.03452501467878764
549,upstream,2000,late,2868,0.06409264182053291
55,cars,1980,early,3653,0.026725728667795868
55,cars,1980,late,3652,0.03492111728522301
55,cars,2000,early,3653,0.03230358900685413
55,cars,2000,late,3652,0.024979615175030282
55,upstream,1980,early,3653,0.029704860676235883
55,upstream,1980,late,3652,0.03791451084948879
55,upstream,2000,early,3653,0.03748045240745876
55,upstream,2000,late,3651,0.029298636547621753
567,cars,2000,early,3653,0.030846741049945982
567,cars,2000,late,3652,0.029000162206723377
567,upstream,2000,early,3646,0.031216896301734336
567,upstream,2000,late,3605,0.029210065054248276
57,cars,1980,early,3653,0.025351671236257322
57,cars,1980,late,3652,0.03303804330153823
57,cars,2000,early,3653,0.02977972502296985
57,cars,2000,late,3652,0.02375609435440604
57,upstream,1980,early,3653,0.027156901967120575
57,upstream,1980,late,3652,0.03486774403194764
57,upstream,2000,early,3653,0.03414460867725001
57,upstream,2000,late,3615,0.027096674832006465
572,cars,1980,early,3627,0.15957213501404466
572,cars,1980,late,3652,0.02976009537387296
572,cars,2000,early,3586,0.03228946619999715
572,cars,2000,late,3228,0.024168078156504534
574,cars,1980,early,3653,0.028018391420916573
574,cars,1980,late,3652,0.026627603025087185
574,cars,2000,early,3653,0.03369647454856618
574,cars,2000,late,3652,0.034217556792505134
574,upstream,1980,early,3653,0.028892012439987548
574,upstream,1980,late,3651,0.028035517150140386
574,upstream,2000,early,3649,0.03386612012312577
574,upstream,2000,late,3639,0.034838984558635426
575,cars,1980,early,3653,0.03327818032175243
575,cars,1980,late,3652,0.021453719565068176
575,cars,2000,early,3653,0.026632077080990055
575,cars,2000,late,3652,0.02889013783537078
575,upstream,1980,early,3636,0.029933624404675483
575,upstream,1980,late,3642,0.021677782643826613
575,upstream,2000,early,3650,0.026673086964526083
575,upstream,2000,late,3649,0.029280186473784317
585,cars,2000,early,3523,0.5268721561998061
585,cars,2000,late,3617,0.11554559579889863
592,cars,2000,early,3539,0.12722745696249455
592,cars,2000,late,3609,0.08824432564714735
595,cars,2000,early,3641,0.0193818371422827
595,cars,2000,late,3652,0.020096669797740985
595,upstream,2000,early,3624,0.020063307242589038
595,upstream,2000,late,3649,0.020686061610771356
597,cars,1980,early,3653,0.018762336955149967
597,cars,1980,late,3652,0.015671691438945885
597,cars,2000,early,3653,0.018453375844219418
597,cars,2000,late,3652,0.018967857841932424
597,upstream,1980,early,3653,0.019478753331300582
597,upstream,1980,late,3652,0.015795364064198434
597,upstream,2000,early,3653,0.018858838456701027
597,upstream,2000,late,3652,0.01905071857647977
60,cars,1980,early,3653,0.024086760575190973
60,cars,1980,late,3652,0.029090924458160555
60,cars,2000,early,3653,0.027068060662547674
60,cars,2000,late,3652,0.019906872749513114
60,upstream,1980,early,3653,0.02506538969519841
60,upstream,1980,late,3652,0.03071387311827943
60,upstream,2000,early,3653,0.02939194090014729
60,upstream,2000,late,3652,0.021152487432150407
600,cars,2000,early,3611,0.026613999042540554
600,cars,2000,late,3644,0.023699581400161027
600,upstream,2000,early,2854,0.035224667697099143
600,upstream,2000,late,3631,0.02573907080834002
601,cars,1980,early,3653,0.015566483496415979
601,cars,1980,late,3652,0.017437958863895146
601,cars,2000,early,3653,0.023717076290949303
601,cars,2000,late,3652,0.02366324845963107
601,upstream,1980,early,3653,0.01608628811338913
601,upstream,1980,late,3652,0.017855546208520326
601,upstream,2000,early,3632,0.023974419303732904
601,upstream,2000,late,3648,0.023946570015800965
605,cars,2000,early,3239,0.030734054674075716
605,cars,2000,late,3640,0.05450617371811448
609,cars,2000,early,3605,0.05172286568947898
609,cars,2000,late,3618,0.06334019427523267
612,cars,2000,early,3606,0.047295519195704905
612,cars,2000,late,3641,0.029808771867358058
612,upstream,2000,early,2840,0.06025638327460662
612,upstream,2000,late,3617,0.03257258525134238
63,cars,1980,early,3653,0.019380227844889287
63,cars,1980,late,3652,0.02549388322160898
63,cars,2000,early,3653,0.021354811548117407
63,cars,2000,late,3652,0.017773426992359034
63,upstream,1980,early,3653,0.020356238415083168
63,upstream,1980,late,3652,0.026439488822790545
63,upstream,2000,early,3653,0.022722923304981168
63,upstream,2000,late,3651,0.018832770021314862
7308,cars,2000,early,3653,0.014426160605027808
7308,cars,2000,late,3652,0.01286924468028009
7308,upstream,2000,early,3545,0.015343270862992652
7308,upstream,2000,late,3598,0.0137774058322995
7311,cars,1980,early,3653,0.14424168446541658
7311,cars,1980,late,3652,0.09883899935399533
7311,upstream,1980,early,3653,0.15329138316732424
7311,upstream,1980,late,3652,0.10871221055655092
7313,cars,1980,early,3653,0.01347713061032991
7313,cars,1980,late,3652,0.016730792507120153
7313,cars,2000,early,3653,0.01349907068946581
7313,cars,2000,late,3287,0.018418357838653872
7313,upstream,1980,early,3653,0.013548698187245134
7313,upstream,1980,late,3652,0.016747462414096727
7313,upstream,2000,early,3653,0.013543918771052843
7313,upstream,2000,late,3287,0.01843550843649825
7318,cars,1980,early,3651,0.014888808934769885
7318,cars,1980,late,3652,0.012458686507833536
7318,cars,2000,early,3631,0.013484339941266632
7318,cars,2000,late,3652,0.013610331805307916
7318,upstream,1980,early,3647,0.015820656164798285
7318,upstream,1980,late,3651,0.01314972946869458
7318,upstream,2000,early,3630,0.014277357033021338
7318,upstream,2000,late,3651,0.0139942085266469
753,cars,1980,early,3653,0.010216367912976266
753,cars,1980,late,3652,0.011357751181540648
753,cars,2000,early,3653,0.011275529283160994
753,cars,2000,late,3652,0.017874369009492814
753,upstream,1980,early,3653,0.010276159587289849
753,upstream,1980,late,3652,0.011401942275795966
753,upstream,2000,early,3652,0.01186051629950969
753,upstream,2000,late,3652,0.01797623353503359
758,cars,1980,early,3653,0.0068530017996981255
758,cars,1980,late,3652,0.0074061988865589765
758,upstream,1980,early,3653,0.006982829381453805
758,upstream,1980,late,3652,0.007489518893397191
768,cars,1980,early,3653,0.007788078574363269
768,cars,1980,late,3652,0.010503404288703421
768,upstream,1980,early,3653,0.007911332278671357
768,upstream,1980,late,3652,0.010723850013706524
777,cars,2000,early,3597,0.10152436523754636
777,cars,2000,late,2903,0.08752261925680724
780,cars,1980,early,3611,0.11933158137802889
780,cars,1980,late,3577,0.0795797993177295
780,cars,2000,early,3653,0.16399143099054328
780,cars,2000,late,3287,0.11060048457062673
784,cars,2000,early,3546,0.20202925418375361
784,cars,2000,late,3226,0.1363428249890032
789,cars,1980,early,3653,0.006538354625635521
789,cars,1980,late,3652,0.006947607140638038
789,upstream,1980,early,3653,0.006748747119080142
789,upstream,1980,late,3652,0.007051930681843313
798,cars,1980,early,3589,0.12742127309961912
798,cars,1980,late,3243,0.17019997658746872
798,cars,2000,early,3634,0.24215581986630927
798,cars,2000,late,3276,0.10188755016212951
836,cars,1980,early,3640,0.03680771241087441
836,cars,1980,late,3643,0.060111109451932834
837,cars,1980,early,3516,0.07817645944535237
837,cars,1980,late,3598,0.11074963803902213
837,cars,2000,early,2782,0.37022466647057983
837,cars,2000,late,2881,0.10711983293534819
868,cars,2000,early,3559,0.027809248780796995
868,cars,2000,late,3284,0.0331113483627193
870,cars,1980,early,3652,0.013618589843596181
870,cars,1980,late,3647,0.014717239527473239
870,cars,2000,early,3640,0.020090123154417442
870,cars,2000,late,3652,0.01561990671059995
870,upstream,1980,early,3646,0.014029424562295832
870,upstream,1980,late,3630,0.014948242498989902
870,upstream,2000,early,3631,0.020203222363140847
870,upstream,2000,late,3650,0.01565333123249393
882,cars,1980,early,3653,0.016079726458653985
882,cars,1980,late,3652,0.024136989508067648
882,cars,2000,early,3653,0.020081833847363305
882,cars,2000,late,3287,0.02869166074538366
882,upstream,1980,early,3641,0.016309530000114147
882,upstream,1980,late,3643,0.024412939475647853
882,upstream,2000,early,3638,0.02041162865441051
882,upstream,2000,late,3286,0.028901342261625582
884,cars,1980,early,3611,0.005961968376787722
884,cars,1980,late,3548,0.007370401942352547
884,cars,2000,early,3596,0.006628963144237254
884,cars,2000,late,3641,0.016818522971538897
884,upstream,2000,early,3112,0.007538524540458858
884,upstream,2000,late,3607,0.01691503108542775
885,cars,1980,early,3653,0.010811564945866043
885,cars,1980,late,3652,0.014079789644972283
885,cars,2000,early,3653,0.011651447728784877
885,cars,2000,late,3287,0.018379386443789173
885,upstream,1980,early,3626,0.011509791105452265
885,upstream,1980,late,3641,0.014788271605790984
885,upstream,2000,early,3636,0.01260928421452021
885,upstream,2000,late,3286,0.01868406003402896
893,cars,1980,early,3631,0.0822372555175878
893,cars,1980,late,3616,0.10086172390981796
893,cars,2000,early,3643,0.1377983004528625
893,cars,2000,late,3260,0.11540019597416187
895,cars,1980,early,3653,0.004663625188767515
895,cars,1980,late,3652,0.006827532513080127
895,cars,2000,early,3653,0.006163727018481593
895,cars,2000,late,3652,0.013507221407872274
895,upstream,1980,early,3653,0.004674819132922129
895,upstream,1980,late,3652,0.006841154403589723
895,upstream,2000,early,3653,0.0061639780203536065
895,upstream,2000,late,3652,0.013531259637105731
898,cars,1980,early,3653,0.013568079453889747
898,cars,1980,late,3652,0.012295200257106585
898,cars,2000,early,3653,0.01503879650177313
898,cars,2000,late,3287,0.015302217037812284
898,upstream,1980,early,3653,0.013862286614438203
898,upstream,1980,late,3652,0.012659649892328375
898,upstream,2000,early,3651,0.015335060035151327
898,upstream,2000,late,3287,0.015544090904928502
920,cars,1980,early,3653,0.0036693172301890185
920,cars,1980,late,3652,0.003785124981413257
920,cars,2000,early,3653,0.0062797786688954535
920,cars,2000,late,3287,0.0040872936508867756
920,upstream,1980,early,3653,0.0036734645982101684
920,upstream,1980,late,3652,0.003791549875901298
920,upstream,2000,early,3653,0.006285378823323115
920,upstream,2000,late,3287,0.0040916601115105885
929,cars,1980,early,3653,0.010146205448292062
929,cars,1980,late,3652,0.004562927869261505
929,upstream,1980,early,3653,0.01051687323666668
929,upstream,1980,late,3652,0.004584225321664003
931,cars,2000,early,3653,0.023499110074209805
931,cars,2000,late,3652,0.016563113693709615
931,upstream,2000,early,3653,0.023661530570430262
931,upstream,2000,late,3637,0.016660785485524333
938,cars,1980,early,3653,0.08671039896859498
938,cars,1980,late,3643,0.07234023011441165
938,cars,2000,early,3653,0.17931696078436088
938,cars,2000,late,3287,0.020485960736132115
938,upstream,2000,early,2822,0.10663467136801669
938,upstream,2000,late,3227,0.022783922543265743
939,cars,1980,early,3653,0.0572389416251623
939,cars,1980,late,3641,0.0809884798145482
939,cars,2000,early,2872,0.38153637660606343
