source,ID,period,MAIN_BAS,flagged,early_start,early_end,late_start,late_end,early_nyears,late_nyears,mean_shift,season_shift,abs_shape_change,early_shape,early_ratio,early_low10,early_cv,early_zero_delta,early_mean_in,early_concentration,early_trend,early_month1,early_month2,early_month3,early_month4,early_month5,early_month6,early_month7,early_month8,early_month9,early_month10,early_month11,early_month12,late_shape,late_ratio,late_low10,late_cv,late_zero_delta,late_mean_in,late_concentration,late_trend,late_month1,late_month2,late_month3,late_month4,late_month5,late_month6,late_month7,late_month8,late_month9,late_month10,late_month11,late_month12
gap3_common_dates,1600,test,7060047060.0,False,2000,2009,2010,2019,10,8,0.1512000581374597,0.09146619141691355,0.02200118239985685,0.14189920675046158,0.9927231021259973,0.00956871668954367,1.5873835776307947,0.0156078860898138,5.8524044359255205,0.1058254889371118,0.24453031011992635,0.14002220841351048,0.10701010776175769,0.15477115709783298,0.13083603078110628,0.11364769378684234,0.07513350617772971,0.055837133809270675,0.0390278735568052,0.030525643568391318,0.031557553904155905,0.03663527329201293,0.08499581785058433,0.16390038915031843,0.9774400487382303,0.005346895569030981,1.7036163170401835,0.0,6.807688598002067,0.10585016867972344,-0.24440308215104317,0.09953665284940534,0.08893477213662897,0.16282768768671518,0.1459508104147607,0.107902302921865,0.08250159897018224,0.08461588283394188,0.02196818049337338,0.020425427269120847,0.03343168349296048,0.05299138984917055,0.09891361108187535
gap7_common_dates,1600,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.24387411875387496,0.09168765687090638,0.07241734972755798,0.11301485178771112,1.0007449380040738,0.018124230829008107,1.4830932022917673,0.00055005500550055,7.6692909790979105,0.10432883092351052,-0.18915636253420604,0.07444890258901908,0.12495643799930443,0.15684124052528725,0.14149041822461259,0.09588366616650305,0.09372598890134536,0.05421257366989674,0.02709414792798361,0.021015442339259536,0.03672591337833778,0.08220933987942568,0.09139592839902484,0.1854322015152691,0.9831603781367034,0.012812937085370384,1.573625525198158,0.0002754062241806665,6.009551087854586,0.10503038092140016,0.061619637522017025,0.13093693688739305,0.10962192745597296,0.14254473279476165,0.13669390688099545,0.10909536274763205,0.08545636524617932,0.055486996738873404,0.03916197845346708,0.021745472643382332,0.023442761637125883,0.04650198802237144,0.09931157049184534
gap7_common_dates,1600,test,7060047060.0,False,2000,2009,2010,2019,10,8,0.1512000581374597,0.09146619141691355,0.02200118239985685,0.14189920675046158,0.9927231021259973,0.00956871668954367,1.5873835776307947,0.0156078860898138,5.8524044359255205,0.1058254889371118,0.24453031011992635,0.14002220841351048,0.10701010776175769,0.15477115709783298,0.13083603078110628,0.11364769378684234,0.07513350617772971,0.055837133809270675,0.0390278735568052,0.030525643568391318,0.031557553904155905,0.03663527329201293,0.08499581785058433,0.16390038915031843,0.9774400487382303,0.005346895569030981,1.7036163170401835,0.0,6.807688598002067,0.10585016867972344,-0.24440308215104317,0.09953665284940534,0.08893477213662897,0.16282768768671518,0.1459508104147607,0.107902302921865,0.08250159897018224,0.08461588283394188,0.02196818049337338,0.020425427269120847,0.03343168349296048,0.05299138984917055,0.09891361108187535
cars,1606,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.0030826053589739577,0.10240606583904169,0.034681051479718006,0.14499481367775718,0.8975309849753828,-0.05228516969352747,1.3003576925840694,0.00577240241891149,2.715875282271076,0.09945007345465876,-0.23667493176114482,0.06154964855410058,0.12279975488022134,0.13911240796427657,0.13580204967503776,0.11615462372804311,0.09536977523867754,0.06622191691340283,0.04631308289586318,0.03305389235182991,0.031869459452088196,0.07102007903776043,0.08073330930869864,0.1796758651574752,0.8464439659176378,-0.0601042879334606,1.3510240436935945,0.0010992030777686177,2.7075162010652183,0.09868294221815647,0.050754827876188714,0.13313100627568453,0.0981209901736349,0.1334061070680363,0.12672326921493074,0.1067938247959778,0.07516345591487263,0.05763807193302882,0.04171929439662196,0.035439597307467235,0.04247658377876434,0.05082261099713787,0.09856518814384285
raw,1606,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.0026731160259662085,0.10315016038345742,0.030894654389932386,0.1597517289998806,0.8982477353390872,-0.05230669515969772,1.364243184606107,0.006602475928473177,2.714757634112792,0.09946771339820452,-0.23772327138214483,0.06206324107147199,0.12243366128422933,0.14039752561373242,0.13528379804753557,0.11587954127949492,0.09504634306106599,0.06616512689721593,0.046282664703717336,0.03311392699579577,0.03175744091290115,0.0714242718792916,0.08015245825354798,0.190646383389813,0.844036280219873,-0.04786685103986531,1.440188360373507,0.0022026431718061676,2.707510462555066,0.09881373044744965,0.05210362687278922,0.1329909317754761,0.09842085535035824,0.13345942382900886,0.12739648379782217,0.10663131332955993,0.07482144524154646,0.05752344138174955,0.041737791292332335,0.035517331358622894,0.04260287961432132,0.04977201816044822,0.09912608486875411
gap1,1606,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.003156095778916267,0.10317534990508569,0.03160186217620939,0.15958051308763707,0.8980595262702133,-0.052301212528275354,1.363927233550238,0.0066006600660066,2.715042216721672,0.09946448597299153,-0.23740964156288602,0.062039668479000505,0.12238715905920176,0.14034420043125465,0.13523241513900044,0.11583552841205186,0.09539005865490749,0.0661399963441664,0.046265085821681526,0.03310134980690382,0.03174537893870107,0.07139714382048389,0.08012201509264662,0.19118237526384646,0.8457460637232569,-0.04766326605000136,1.44043332096847,0.002201430930104568,2.7064867914144193,0.09879685670951,0.051340959999528694,0.13296801249937343,0.09840389378216768,0.13343642381432813,0.12737452865285334,0.10661293679456793,0.07480855072807102,0.05751352795669265,0.04173059832097878,0.035511210403509866,0.042595537556125225,0.04993577772800279,0.09910900176332917
gap3,1606,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.003156095778916267,0.10317534990508569,0.03160186217620939,0.15958051308763707,0.8980595262702133,-0.052301212528275354,1.363927233550238,0.0066006600660066,2.715042216721672,0.09946448597299153,-0.23740964156288602,0.062039668479000505,0.12238715905920176,0.14034420043125465,0.13523241513900044,0.11583552841205186,0.09539005865490749,0.0661399963441664,0.046265085821681526,0.03310134980690382,0.03174537893870107,0.07139714382048389,0.08012201509264662,0.19118237526384646,0.8457460637232569,-0.04766326605000136,1.44043332096847,0.002201430930104568,2.7064867914144193,0.09879685670951,0.051340959999528694,0.13296801249937343,0.09840389378216768,0.13343642381432813,0.12737452865285334,0.10661293679456793,0.07480855072807102,0.05751352795669265,0.04173059832097878,0.035511210403509866,0.042595537556125225,0.04993577772800279,0.09910900176332917
gap7,1606,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.003156095778916267,0.10317534990508569,0.03160186217620939,0.15958051308763707,0.8980595262702133,-0.052301212528275354,1.363927233550238,0.0066006600660066,2.715042216721672,0.09946448597299153,-0.23740964156288602,0.062039668479000505,0.12238715905920176,0.14034420043125465,0.13523241513900044,0.11583552841205186,0.09539005865490749,0.0661399963441664,0.046265085821681526,0.03310134980690382,0.03174537893870107,0.07139714382048389,0.08012201509264662,0.19118237526384646,0.8457460637232569,-0.04766326605000136,1.44043332096847,0.002201430930104568,2.7064867914144193,0.09879685670951,0.051340959999528694,0.13296801249937343,0.09840389378216768,0.13343642381432813,0.12737452865285334,0.10661293679456793,0.07480855072807102,0.05751352795669265,0.04173059832097878,0.035511210403509866,0.042595537556125225,0.04993577772800279,0.09910900176332917
cars_common_dates,1606,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.0026159842730552763,0.10331557327240229,0.03389400323988975,0.14563800744860297,0.8985096738291938,-0.05232163745124094,1.3011881972713075,0.005777166437414029,2.7139823391867512,0.0994823765140885,-0.23848831533440995,0.06164341102164767,0.12298682350371845,0.13932432668263744,0.13600892551551133,0.11614355398765364,0.09509590479549963,0.06632279694247467,0.04638363454049543,0.03310424543396358,0.03191800821276866,0.07112826841028165,0.07994010095334807,0.17953201068849273,0.8441655448647005,-0.06176825941539857,1.3513604201006566,0.0011013215859030838,2.706891882375396,0.09883504178356325,0.05251338548443836,0.13341835593541962,0.09833277429461479,0.13369405050469296,0.12699678842963585,0.10702432834338872,0.0748696511846107,0.057762477815783475,0.04180934122631716,0.035516090053314596,0.04256826514013152,0.04958924930682622,0.09841862776526444
raw_common_dates,1606,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.0026731160259662085,0.10315016038345742,0.030894654389932386,0.1597517289998806,0.8982477353390872,-0.05230669515969772,1.364243184606107,0.006602475928473177,2.714757634112792,0.09946771339820452,-0.23772327138214483,0.06206324107147199,0.12243366128422933,0.14039752561373242,0.13528379804753557,0.11587954127949492,0.09504634306106599,0.06616512689721593,0.046282664703717336,0.03311392699579577,0.03175744091290115,0.0714242718792916,0.08015245825354798,0.190646383389813,0.844036280219873,-0.04786685103986531,1.440188360373507,0.0022026431718061676,2.707510462555066,0.09881373044744965,0.05210362687278922,0.1329909317754761,0.09842085535035824,0.13345942382900886,0.12739648379782217,0.10663131332955993,0.07482144524154646,0.05752344138174955,0.041737791292332335,0.035517331358622894,0.04260287961432132,0.04977201816044822,0.09912608486875411
gap1_common_dates,1606,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.0026731160259662085,0.10315016038345742,0.030894654389932386,0.1597517289998806,0.8982477353390872,-0.05230669515969772,1.364243184606107,0.006602475928473177,2.714757634112792,0.09946771339820452,-0.23772327138214483,0.06206324107147199,0.12243366128422933,0.14039752561373242,0.13528379804753557,0.11587954127949492,0.09504634306106599,0.06616512689721593,0.046282664703717336,0.03311392699579577,0.03175744091290115,0.0714242718792916,0.08015245825354798,0.190646383389813,0.844036280219873,-0.04786685103986531,1.440188360373507,0.0022026431718061676,2.707510462555066,0.09881373044744965,0.05210362687278922,0.1329909317754761,0.09842085535035824,0.13345942382900886,0.12739648379782217,0.10663131332955993,0.07482144524154646,0.05752344138174955,0.041737791292332335,0.035517331358622894,0.04260287961432132,0.04977201816044822,0.09912608486875411
gap3_common_dates,1606,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.0026731160259662085,0.10315016038345742,0.030894654389932386,0.1597517289998806,0.8982477353390872,-0.05230669515969772,1.364243184606107,0.006602475928473177,2.714757634112792,0.09946771339820452,-0.23772327138214483,0.06206324107147199,0.12243366128422933,0.14039752561373242,0.13528379804753557,0.11587954127949492,0.09504634306106599,0.06616512689721593,0.046282664703717336,0.03311392699579577,0.03175744091290115,0.0714242718792916,0.08015245825354798,0.190646383389813,0.844036280219873,-0.04786685103986531,1.440188360373507,0.0022026431718061676,2.707510462555066,0.09881373044744965,0.05210362687278922,0.1329909317754761,0.09842085535035824,0.13345942382900886,0.12739648379782217,0.10663131332955993,0.07482144524154646,0.05752344138174955,0.041737791292332335,0.035517331358622894,0.04260287961432132,0.04977201816044822,0.09912608486875411
gap7_common_dates,1606,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.0026731160259662085,0.10315016038345742,0.030894654389932386,0.1597517289998806,0.8982477353390872,-0.05230669515969772,1.364243184606107,0.006602475928473177,2.714757634112792,0.09946771339820452,-0.23772327138214483,0.06206324107147199,0.12243366128422933,0.14039752561373242,0.13528379804753557,0.11587954127949492,0.09504634306106599,0.06616512689721593,0.046282664703717336,0.03311392699579577,0.03175744091290115,0.0714242718792916,0.08015245825354798,0.190646383389813,0.844036280219873,-0.04786685103986531,1.440188360373507,0.0022026431718061676,2.707510462555066,0.09881373044744965,0.05210362687278922,0.1329909317754761,0.09842085535035824,0.13345942382900886,0.12739648379782217,0.10663131332955993,0.07482144524154646,0.05752344138174955,0.041737791292332335,0.035517331358622894,0.04260287961432132,0.04977201816044822,0.09912608486875411
cars,1617,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.054790152384102085,0.11516276984470349,0.10109071849802831,0.2319720110730834,0.7708906017277898,-0.02928535084445377,1.7133366677461206,0.06306802533737262,2.4528759691105977,0.10055309871700643,-0.3002326143280744,0.09245926301817553,0.13703478768635413,0.13556557612974826,0.13091187593743928,0.10252401877859664,0.09228659677777608,0.0605872869348343,0.051833443511977204,0.02417432159235645,0.02293476156229554,0.07716029401367822,0.07252777405676836,0.3330627295711117,0.8610840029895894,-0.04940140724240632,1.4850594103071524,0.03542982697061247,2.5910193078492796,0.11009069387708019,-0.08476348372579498,0.15500183071037033,0.1320855941485508,0.15191304877778194,0.11591479272547779,0.09636995742983931,0.05057790884521004,0.043555204462999875,0.026169837781727406,0.022118827269902084,0.027446865134149914,0.07455773272460156,0.10428839998938907
cars,1617,test,7060047060.0,False,2000,2009,2010,2019,10,8,0.03847682446850603,0.08681571343805874,0.05454751039310696,0.30142176336420584,0.9321330714796852,-0.04063700998375019,1.611391802451932,0.0008216926869350862,2.805324507034007,0.10275512429369857,0.11103678735854029,0.13568736848629567,0.10299376469290625,0.14924843410643238,0.12294570088834053,0.09812170209442538,0.06299396884817818,0.03146526935585563,0.029003039359921563,0.05369204022469521,0.035505303655801325,0.06829575028061942,0.11004765800652856,0.24687425297109888,0.9553223023394234,-0.02012767060845277,1.4867713757950065,0.0,2.699434742861685,0.10775102880937165,-0.2238887200547091,0.09745637850201717,0.100164143927271,0.16325994005863867,0.13976023197781742,0.10448083483637789,0.06909665736072232,0.050324764354081335,0.024726033805185642,0.01606305128856339,0.03165619545852411,0.07569774645181858,0.12731402197898262
raw,1617,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.05432593646275929,0.11523537251946042,0.09238211006064415,0.24630460415955693,0.7704700559255824,-0.027447309108282022,1.8325605232133093,0.05981256890848953,2.451970782800441,0.10063243057216902,-0.30135051217557524,0.09261793553101201,0.1372885928673805,0.13670730404968665,0.13013450243093613,0.10206064693814461,0.09225450355506844,0.060672455948065085,0.051820138830340326,0.02421223618019841,0.02281392799932552,0.07779366551443105,0.07162409015541128,0.3386867142202011,0.8585418856151259,-0.04403480789032688,1.5778021559283073,0.03493810178817056,2.5888610729023385,0.11015017337523728,-0.0853888821165399,0.15448716382002678,0.1327856832413971,0.15193225446867384,0.116228769747867,0.09638903736354353,0.050778756943034964,0.043197446259554476,0.02618338432242248,0.022141095434785152,0.027643347703790757,0.0732971964324994,0.10493586426240448
raw,1617,test,7060047060.0,False,2000,2009,2010,2019,10,8,0.03751771651048793,0.08533463227110633,0.04776579723967461,0.31342708481125076,0.9323813177148268,-0.035635398988536716,1.6980410968836777,0.0013702384214853384,2.806198410523431,0.10276186106518341,0.11024579760521337,0.13555631555170217,0.10269039938014522,0.14955090022107814,0.12285374603337675,0.09824227344665695,0.06261781215252067,0.031586889532606924,0.028928541503374375,0.05362009363838303,0.03555697962600506,0.06875874161044658,0.11003730730370401,0.26566128757157614,0.9554360017624755,-0.018128899565835424,1.5539999291910815,0.0,2.7028667582417585,0.10768138474393979,-0.22437521786904813,0.09781992766125913,0.10079690011673605,0.16262698284839003,0.14030877370232156,0.10345319148828042,0.06921781767120483,0.050098033884454184,0.02451012279900208,0.01613315532399208,0.031757591527514284,0.07629490869228694,0.12698259428455846
gap1,1617,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.05502036338768126,0.11468938645590421,0.09239935070985997,0.24630460415955693,0.7704700559255824,-0.027447309108282022,1.8325605232133093,0.05981256890848953,2.451970782800441,0.10063243057216902,-0.30135051217557524,0.09261793553101201,0.1372885928673805,0.13670730404968665,0.13013450243093613,0.10206064693814461,0.09225450355506844,0.060672455948065085,0.051820138830340326,0.02421223618019841,0.02281392799932552,0.07779366551443105,0.07162409015541128,0.3387039548694169,0.8591295573016512,-0.0440042395490621,1.5765902868619686,0.034918889194390984,2.5906594720923835,0.11005999513535367,-0.08389363905194225,0.15429502691428043,0.13262053663843962,0.1517432951238659,0.11608421510898403,0.0962691575565165,0.05071560300198621,0.04314372125447818,0.02615081984055046,0.022113558379527734,0.027608967453930884,0.07444974402817763,0.1048053546992625
gap1,1617,test,7060047060.0,False,2000,2009,2010,2019,10,8,0.03751771651048793,0.08533463227110633,0.04776579723967461,0.31342708481125076,0.9323813177148268,-0.035635398988536716,1.6980410968836777,0.0013702384214853384,2.806198410523431,0.10276186106518341,0.11024579760521337,0.13555631555170217,0.10269039938014522,0.14955090022107814,0.12285374603337675,0.09824227344665695,0.06261781215252067,0.031586889532606924,0.028928541503374375,0.05362009363838303,0.03555697962600506,0.06875874161044658,0.11003730730370401,0.26566128757157614,0.9554360017624755,-0.018128899565835424,1.5539999291910815,0.0,2.7028667582417585,0.10768138474393979,-0.22437521786904813,0.09781992766125913,0.10079690011673605,0.16262698284839003,0.14030877370232156,0.10345319148828042,0.06921781767120483,0.050098033884454184,0.02451012279900208,0.01613315532399208,0.031757591527514284,0.07629490869228694,0.12698259428455846
gap3,1617,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.05502036338768126,0.11468938645590421,0.09239935070985997,0.24630460415955693,0.7704700559255824,-0.027447309108282022,1.8325605232133093,0.05981256890848953,2.451970782800441,0.10063243057216902,-0.30135051217557524,0.09261793553101201,0.1372885928673805,0.13670730404968665,0.13013450243093613,0.10206064693814461,0.09225450355506844,0.060672455948065085,0.051820138830340326,0.02421223618019841,0.02281392799932552,0.07779366551443105,0.07162409015541128,0.3387039548694169,0.8591295573016512,-0.0440042395490621,1.5765902868619686,0.034918889194390984,2.5906594720923835,0.11005999513535367,-0.08389363905194225,0.15429502691428043,0.13262053663843962,0.1517432951238659,0.11608421510898403,0.0962691575565165,0.05071560300198621,0.04314372125447818,0.02615081984055046,0.022113558379527734,0.027608967453930884,0.07444974402817763,0.1048053546992625
gap3,1617,test,7060047060.0,False,2000,2009,2010,2019,10,8,0.037849244613481936,0.0850758535312573,0.047569482890755854,0.31342708481125076,0.9323813177148268,-0.035635398988536716,1.6980410968836777,0.0013702384214853384,2.806198410523431,0.10276186106518341,0.11024579760521337,0.13555631555170217,0.10269039938014522,0.14955090022107814,0.12285374603337675,0.09824227344665695,0.06261781215252067,0.031586889532606924,0.028928541503374375,0.05362009363838303,0.03555697962600506,0.06875874161044658,0.11003730730370401,0.2658576019204949,0.9552327332180697,-0.01813491080190964,1.5540332793306422,0.0,2.701970830473576,0.10767661112919293,-0.22510862510189608,0.09778520292579845,0.10111610490982269,0.1625692524953506,0.14025896600806018,0.1034164670212635,0.06919324629331422,0.05008024976811583,0.024501422040877914,0.016127428274666185,0.031746318017187435,0.07626782504394783,0.12693751720159527
gap7,1617,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.05502036338768126,0.11468938645590421,0.09239935070985997,0.24630460415955693,0.7704700559255824,-0.027447309108282022,1.8325605232133093,0.05981256890848953,2.451970782800441,0.10063243057216902,-0.30135051217557524,0.09261793553101201,0.1372885928673805,0.13670730404968665,0.13013450243093613,0.10206064693814461,0.09225450355506844,0.060672455948065085,0.051820138830340326,0.02421223618019841,0.02281392799932552,0.07779366551443105,0.07162409015541128,0.3387039548694169,0.8591295573016512,-0.0440042395490621,1.5765902868619686,0.034918889194390984,2.5906594720923835,0.11005999513535367,-0.08389363905194225,0.15429502691428043,0.13262053663843962,0.1517432951238659,0.11608421510898403,0.0962691575565165,0.05071560300198621,0.04314372125447818,0.02615081984055046,0.022113558379527734,0.027608967453930884,0.07444974402817763,0.1048053546992625
gap7,1617,test,7060047060.0,False,2000,2009,2010,2019,10,8,0.037849244613481936,0.0850758535312573,0.047569482890755854,0.31342708481125076,0.9323813177148268,-0.035635398988536716,1.6980410968836777,0.0013702384214853384,2.806198410523431,0.10276186106518341,0.11024579760521337,0.13555631555170217,0.10269039938014522,0.14955090022107814,0.12285374603337675,0.09824227344665695,0.06261781215252067,0.031586889532606924,0.028928541503374375,0.05362009363838303,0.03555697962600506,0.06875874161044658,0.11003730730370401,0.2658576019204949,0.9552327332180697,-0.01813491080190964,1.5540332793306422,0.0,2.701970830473576,0.10767661112919293,-0.22510862510189608,0.09778520292579845,0.10111610490982269,0.1625692524953506,0.14025896600806018,0.1034164670212635,0.06919324629331422,0.05008024976811583,0.024501422040877914,0.016127428274666185,0.031746318017187435,0.07626782504394783,0.12693751720159527
cars_common_dates,1617,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.05436945286517642,0.11618614622663032,0.10065147817466097,0.2318396789241795,0.7702871101086077,-0.028968224311396364,1.7145344412206085,0.06312017640573318,2.451536756387517,0.10060568236609596,-0.30182099218492525,0.09258626768570798,0.13722302255955512,0.13575179285226113,0.1310917002053032,0.10224191271175409,0.0924133642660607,0.06067051135154134,0.051904643400938096,0.024207528126525515,0.022966265401630517,0.07726628358322503,0.07167670785549718,0.3324911570988405,0.8586675778157397,-0.04937192849815501,1.4872316672830654,0.03548830811554333,2.5885154557974337,0.11021059323586903,-0.08453973661092165,0.15500330630610448,0.13243159345788005,0.15231098626895226,0.11621843248636612,0.09662239933257484,0.05051573157725824,0.04366929768231752,0.026238389888837234,0.022176767721378964,0.027518762425000485,0.07296020783165996,0.10433412502167005
cars_common_dates,1617,test,7060047060.0,False,2000,2009,2010,2019,10,8,0.037609600189623324,0.08696929505481552,0.05470830291273948,0.30126648846879994,0.9324798072528098,-0.040442008639986066,1.6115535957838447,0.000822143052891203,2.805663479199185,0.10273341290364013,0.1103459251083454,0.13534763020261434,0.1030377648687151,0.14931219483369057,0.12299822477141403,0.09816362086645679,0.06302088062980381,0.0314787116976096,0.028985923332866845,0.05371497811046399,0.03552047194883013,0.06832492704708004,0.11009467169045474,0.24655818555606046,0.955677183104278,-0.020107793311318213,1.4863759555518323,0.0,2.702103233911318,0.10780834272721912,-0.2242831154961967,0.09752730496990888,0.09987517382560561,0.16337875681619274,0.13986194619866452,0.10455687353893618,0.0690440448623085,0.05036138953796341,0.024481018916831812,0.016074741600772536,0.031679234095556126,0.0757528374973275,0.1274066781399323
raw_common_dates,1617,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.05432593646275929,0.11523537251946042,0.09238211006064415,0.24630460415955693,0.7704700559255824,-0.027447309108282022,1.8325605232133093,0.05981256890848953,2.451970782800441,0.10063243057216902,-0.30135051217557524,0.09261793553101201,0.1372885928673805,0.13670730404968665,0.13013450243093613,0.10206064693814461,0.09225450355506844,0.060672455948065085,0.051820138830340326,0.02421223618019841,0.02281392799932552,0.07779366551443105,0.07162409015541128,0.3386867142202011,0.8585418856151259,-0.04403480789032688,1.5778021559283073,0.03493810178817056,2.5888610729023385,0.11015017337523728,-0.0853888821165399,0.15448716382002678,0.1327856832413971,0.15193225446867384,0.116228769747867,0.09638903736354353,0.050778756943034964,0.043197446259554476,0.02618338432242248,0.022141095434785152,0.027643347703790757,0.0732971964324994,0.10493586426240448
raw_common_dates,1617,test,7060047060.0,False,2000,2009,2010,2019,10,8,0.03751771651048793,0.08533463227110633,0.04776579723967461,0.31342708481125076,0.9323813177148268,-0.035635398988536716,1.6980410968836777,0.0013702384214853384,2.806198410523431,0.10276186106518341,0.11024579760521337,0.13555631555170217,0.10269039938014522,0.14955090022107814,0.12285374603337675,0.09824227344665695,0.06261781215252067,0.031586889532606924,0.028928541503374375,0.05362009363838303,0.03555697962600506,0.06875874161044658,0.11003730730370401,0.26566128757157614,0.9554360017624755,-0.018128899565835424,1.5539999291910815,0.0,2.7028667582417585,0.10768138474393979,-0.22437521786904813,0.09781992766125913,0.10079690011673605,0.16262698284839003,0.14030877370232156,0.10345319148828042,0.06921781767120483,0.050098033884454184,0.02451012279900208,0.01613315532399208,0.031757591527514284,0.07629490869228694,0.12698259428455846
gap1_common_dates,1617,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.05432593646275929,0.11523537251946042,0.09238211006064415,0.24630460415955693,0.7704700559255824,-0.027447309108282022,1.8325605232133093,0.05981256890848953,2.451970782800441,0.10063243057216902,-0.30135051217557524,0.09261793553101201,0.1372885928673805,0.13670730404968665,0.13013450243093613,0.10206064693814461,0.09225450355506844,0.060672455948065085,0.051820138830340326,0.02421223618019841,0.02281392799932552,0.07779366551443105,0.07162409015541128,0.3386867142202011,0.8585418856151259,-0.04403480789032688,1.5778021559283073,0.03493810178817056,2.5888610729023385,0.11015017337523728,-0.0853888821165399,0.15448716382002678,0.1327856832413971,0.15193225446867384,0.116228769747867,0.09638903736354353,0.050778756943034964,0.043197446259554476,0.02618338432242248,0.022141095434785152,0.027643347703790757,0.0732971964324994,0.10493586426240448
gap1_common_dates,1617,test,7060047060.0,False,2000,2009,2010,2019,10,8,0.03751771651048793,0.08533463227110633,0.04776579723967461,0.31342708481125076,0.9323813177148268,-0.035635398988536716,1.6980410968836777,0.0013702384214853384,2.806198410523431,0.10276186106518341,0.11024579760521337,0.13555631555170217,0.10269039938014522,0.14955090022107814,0.12285374603337675,0.09824227344665695,0.06261781215252067,0.031586889532606924,0.028928541503374375,0.05362009363838303,0.03555697962600506,0.06875874161044658,0.11003730730370401,0.26566128757157614,0.9554360017624755,-0.018128899565835424,1.5539999291910815,0.0,2.7028667582417585,0.10768138474393979,-0.22437521786904813,0.09781992766125913,0.10079690011673605,0.16262698284839003,0.14030877370232156,0.10345319148828042,0.06921781767120483,0.050098033884454184,0.02451012279900208,0.01613315532399208,0.031757591527514284,0.07629490869228694,0.12698259428455846
gap3_common_dates,1617,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.05432593646275929,0.11523537251946042,0.09238211006064415,0.24630460415955693,0.7704700559255824,-0.027447309108282022,1.8325605232133093,0.05981256890848953,2.451970782800441,0.10063243057216902,-0.30135051217557524,0.09261793553101201,0.1372885928673805,0.13670730404968665,0.13013450243093613,0.10206064693814461,0.09225450355506844,0.060672455948065085,0.051820138830340326,0.02421223618019841,0.02281392799932552,0.07779366551443105,0.07162409015541128,0.3386867142202011,0.8585418856151259,-0.04403480789032688,1.5778021559283073,0.03493810178817056,2.5888610729023385,0.11015017337523728,-0.0853888821165399,0.15448716382002678,0.1327856832413971,0.15193225446867384,0.116228769747867,0.09638903736354353,0.050778756943034964,0.043197446259554476,0.02618338432242248,0.022141095434785152,0.027643347703790757,0.0732971964324994,0.10493586426240448
gap3_common_dates,1617,test,7060047060.0,False,2000,2009,2010,2019,10,8,0.03751771651048793,0.08533463227110633,0.04776579723967461,0.31342708481125076,0.9323813177148268,-0.035635398988536716,1.6980410968836777,0.0013702384214853384,2.806198410523431,0.10276186106518341,0.11024579760521337,0.13555631555170217,0.10269039938014522,0.14955090022107814,0.12285374603337675,0.09824227344665695,0.06261781215252067,0.031586889532606924,0.028928541503374375,0.05362009363838303,0.03555697962600506,0.06875874161044658,0.11003730730370401,0.26566128757157614,0.9554360017624755,-0.018128899565835424,1.5539999291910815,0.0,2.7028667582417585,0.10768138474393979,-0.22437521786904813,0.09781992766125913,0.10079690011673605,0.16262698284839003,0.14030877370232156,0.10345319148828042,0.06921781767120483,0.050098033884454184,0.02451012279900208,0.01613315532399208,0.031757591527514284,0.07629490869228694,0.12698259428455846
gap7_common_dates,1617,train,7060047060.0,False,1980,1989,1990,1999,10,10,0.05432593646275929,0.11523537251946042,0.09238211006064415,0.24630460415955693,0.7704700559255824,-0.027447309108282022,1.8325605232133093,0.05981256890848953,2.451970782800441,0.10063243057216902,-0.30135051217557524,0.09261793553101201,0.1372885928673805,0.13670730404968665,0.13013450243093613,0.10206064693814461,0.09225450355506844,0.060672455948065085,0.051820138830340326,0.02421223618019841,0.02281392799932552,0.07779366551443105,0.07162409015541128,0.3386867142202011,0.8585418856151259,-0.04403480789032688,1.5778021559283073,0.03493810178817056,2.5888610729023385,0.11015017337523728,-0.0853888821165399,0.15448716382002678,0.1327856832413971,0.15193225446867384,0.116228769747867,0.09638903736354353,0.050778756943034964,0.043197446259554476,0.02618338432242248,0.022141095434785152,0.027643347703790757,0.0732971964324994,0.10493586426240448
