date,raw_inflow,raw_outflow,negative_mask_inflow,negative_mask_outflow,filtered_inflow,filtered_outflow,linear_limit7_inflow,linear_limit7_outflow,negative_mask_utc_inflow,negative_mask_utc_outflow,full_replay_inflow,full_replay_outflow,strict_gap7_utc_inflow,strict_gap7_utc_outflow,CARS_inflow,CARS_outflow
1980-08-08,1.879,8.07,1.879,8.07,1.879,8.07,1.879,8.07,1.6275416666666667,8.005208333333334,1.6275416666666667,8.005208333333334,1.6275416666666667,8.005208333333334,1.6275416666666669,8.005208333333334
1980-08-09,0.475,8.297,0.475,8.297,0.475,8.297,0.475,8.297,0.7675,8.249708333333334,0.7675,8.249708333333334,0.7675,8.249708333333334,0.7675000000000001,8.249708333333334
1980-08-10,1.076,8.155,1.076,8.155,1.076,8.155,1.076,8.155,0.9507916666666667,8.184583333333332,0.9507916666666667,8.184583333333332,0.9507916666666667,8.184583333333332,0.9507916666666668,8.184583333333332
1980-08-11,-2.094,3.709,,3.709,,3.709,1.402,3.709,1.3340833333333333,4.635249999999999,1.3340833333333333,4.635249999999999,1.3340833333333333,4.635249999999999,1.3340833333333333,4.635249999999999
1980-08-12,-0.745,0.085,,0.085,,0.085,1.7279999999999998,0.085,,0.84,1.6600833333333331,0.84,1.6600833333333331,0.84,1.6600833333333331,0.8399999999999999
1980-08-13,2.054,1.501,2.054,1.501,2.054,1.501,2.054,1.501,1.9860833333333332,1.206,1.9860833333333332,1.206,1.9860833333333332,1.206,1.9860833333333332,1.206
1980-08-14,0.892,2.69,0.892,2.69,0.892,2.69,0.892,2.69,1.134083333333333,2.4422916666666667,1.134083333333333,2.4422916666666667,1.134083333333333,2.4422916666666667,1.134083333333333,2.4422916666666667
1980-08-15,-0.389,0.991,,0.991,,0.991,0.8805000000000001,0.991,0.8828958333333333,1.3449583333333335,0.8828958333333334,1.3449583333333335,0.8828958333333334,1.3449583333333335,0.8828958333333334,1.3449583333333337
1980-08-16,0.869,0.042,0.869,0.042,0.869,0.042,0.869,0.042,0.8713958333333334,0.23970833333333338,0.8713958333333334,0.23970833333333338,0.8713958333333334,0.23970833333333338,0.8713958333333334,0.2397083333333334
1980-08-17,1.426,0.042,1.426,0.042,1.426,0.042,1.426,0.042,1.3099583333333333,0.042,1.3099583333333333,0.042,1.3099583333333333,0.042,1.3099583333333331,0.042
1980-08-18,1.564,0.042,1.564,0.042,1.564,0.042,1.564,0.042,1.53525,0.042,1.53525,0.042,1.53525,0.042,1.53525,0.042
1980-08-19,1.06,0.51,1.06,0.51,1.06,0.51,1.06,0.51,1.165,0.41250000000000003,1.165,0.41250000000000003,1.165,0.41250000000000003,1.165,0.4125
1980-08-20,1.934,1.104,1.934,1.104,1.934,1.104,1.934,1.104,1.7519166666666666,0.9802500000000001,1.7519166666666666,0.9802500000000001,1.7519166666666666,0.9802500000000001,1.7519166666666666,0.98025
1980-08-21,1.587,2.69,1.587,2.69,1.587,2.69,1.587,2.69,1.6592916666666666,2.359583333333333,1.6592916666666666,2.359583333333333,1.6592916666666666,2.359583333333333,1.6592916666666666,2.359583333333333
1980-08-22,4.044,5.012,4.044,5.012,4.044,5.012,4.044,5.012,3.5321249999999997,4.52825,3.5321249999999997,4.52825,3.5321249999999997,4.52825,3.5321249999999997,4.52825
1980-08-23,1.073,5.635,1.073,5.635,1.073,5.635,1.073,5.635,1.6919583333333332,5.505208333333333,1.6919583333333332,5.505208333333333,1.6919583333333332,5.505208333333333,1.6919583333333337,5.505208333333333
1980-08-24,0.433,6.116,0.433,6.116,0.433,6.116,0.433,6.116,0.5663333333333334,6.015791666666666,0.5663333333333334,6.015791666666666,0.5663333333333334,6.015791666666666,0.5663333333333334,6.015791666666666
1980-08-25,2.645,8.07,2.645,8.07,2.645,8.07,2.645,8.07,2.1841666666666666,7.662916666666667,2.1841666666666666,7.662916666666667,2.1841666666666666,7.662916666666667,2.1841666666666666,7.662916666666667
1980-08-26,4.662,10.081,4.662,10.081,4.662,10.081,4.662,10.081,4.241791666666667,9.662041666666667,4.241791666666667,9.662041666666667,4.241791666666667,9.662041666666667,4.241791666666667,9.662041666666669
1980-08-27,7.477,9.373,7.477,9.373,7.477,9.373,7.477,9.373,6.890541666666667,9.5205,6.890541666666667,9.5205,6.890541666666667,9.5205,6.8905416666666675,9.5205
1980-08-28,-5.656,8.127,,8.127,,8.127,4.1425,8.127,4.8371875,8.386583333333334,4.8371875,8.386583333333334,4.8371875,8.386583333333334,4.837187500000001,8.386583333333334
1980-08-29,0.808,6.626,0.808,6.626,0.808,6.626,0.808,6.626,1.5026875,6.9387083333333335,1.5026875,6.9387083333333335,1.5026875,6.9387083333333335,1.5026875,6.938708333333334
1980-08-30,2.503,6.116,2.503,6.116,2.503,6.116,2.503,6.116,2.149875,6.22225,2.149875,6.22225,2.149875,6.22225,2.149875,6.22225
1980-08-31,1.169,5.805,1.169,5.805,1.169,5.805,1.169,5.805,1.4469166666666669,5.869791666666666,1.4469166666666669,5.869791666666666,1.4469166666666669,5.869791666666666,1.4469166666666669,5.869791666666666
1980-09-01,1.429,4.559,1.429,4.559,1.429,4.559,1.429,4.559,1.3748333333333334,4.818583333333334,1.3748333333333334,4.818583333333334,1.3748333333333334,4.818583333333334,1.3748333333333334,4.818583333333334
1980-09-02,0.673,3.455,0.673,3.455,0.673,3.455,0.673,3.455,0.8305,3.685,0.8305,3.685,0.8305,3.685,0.8305,3.685
1980-09-03,-0.631,2.492,,2.492,,2.492,0.7010000000000001,2.492,0.6951666666666667,2.692625,0.6951666666666667,2.692625,0.6951666666666667,2.692625,0.6951666666666667,2.692625
1980-09-04,0.729,1.727,0.729,1.727,0.729,1.727,0.729,1.727,0.7231666666666666,1.8863750000000001,0.7231666666666666,1.8863750000000001,0.7231666666666666,1.8863750000000001,0.7231666666666666,1.886375
1980-09-05,0.838,1.501,0.838,1.501,0.838,1.501,0.838,1.501,0.8152916666666666,1.5480833333333333,0.8152916666666666,1.5480833333333333,0.8152916666666666,1.5480833333333333,0.8152916666666666,1.5480833333333333
1980-09-06,0.946,1.501,0.946,1.501,0.946,1.501,0.946,1.501,0.9235,1.501,0.9235,1.501,0.9235,1.501,0.9235,1.501
1980-09-07,1.168,1.501,1.168,1.501,1.168,1.501,1.168,1.501,1.12175,1.501,1.12175,1.501,1.12175,1.501,1.12175,1.501
1980-09-08,1.612,1.501,1.612,1.501,1.612,1.501,1.612,1.501,1.5195,1.501,1.5195,1.501,1.5195,1.501,1.5195,1.501
1980-09-09,-0.608,1.501,,1.501,,1.501,1.7133333333333334,1.501,1.6922222222222223,1.501,1.6922222222222223,1.501,1.6922222222222223,1.501,1.6922222222222223,1.501
1980-09-10,-0.517,0.595,,0.595,,0.595,1.8146666666666667,0.595,,0.78375,1.7935555555555556,0.78375,1.7935555555555556,0.78375,1.7935555555555556,0.78375
1980-09-11,1.916,0.028,1.916,0.028,1.916,0.028,1.916,0.028,1.8948888888888888,0.146125,1.8948888888888888,0.146125,1.8948888888888888,0.146125,1.8948888888888888,0.146125
1980-09-12,0.918,0.028,0.918,0.028,0.918,0.028,0.918,0.028,1.1259166666666667,0.028,1.1259166666666667,0.028,1.1259166666666667,0.028,1.125916666666667,0.028
1980-09-13,0.694,0.028,0.694,0.028,0.694,0.028,0.694,0.028,0.7406666666666667,0.028,0.7406666666666667,0.028,0.7406666666666667,0.028,0.7406666666666666,0.028
1980-09-14,1.135,0.028,1.135,0.028,1.135,0.028,1.135,0.028,1.043125,0.028,1.043125,0.028,1.043125,0.028,1.043125,0.028
1980-09-15,0.583,0.028,0.583,0.028,0.583,0.028,0.583,0.028,0.698,0.028,0.698,0.028,0.698,0.028,0.698,0.028
1980-09-16,1.47,0.028,1.47,0.028,1.47,0.028,1.47,0.028,1.2852083333333333,0.028,1.2852083333333333,0.028,1.2852083333333333,0.028,1.2852083333333333,0.028
1980-09-17,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.3284166666666666,0.028,0.3284166666666666,0.028,0.3284166666666666,0.028,0.3284166666666666,0.028
1980-09-18,0.913,0.028,0.913,0.028,0.913,0.028,0.913,0.028,0.728625,0.028,0.728625,0.028,0.728625,0.028,0.7286250000000001,0.028
1980-09-19,0.804,0.028,0.804,0.028,0.804,0.028,0.804,0.028,0.8267083333333334,0.028,0.8267083333333334,0.028,0.8267083333333334,0.028,0.8267083333333334,0.028
1980-09-20,1.068,0.028,1.068,0.028,1.068,0.028,1.068,0.028,1.0130000000000001,0.028,1.0130000000000001,0.028,1.0130000000000001,0.028,1.013,0.028
1980-09-21,0.261,0.028,0.261,0.028,0.261,0.028,0.261,0.028,0.429125,0.028,0.429125,0.028,0.429125,0.028,0.429125,0.028
1980-09-22,0.838,0.028,0.838,0.028,0.838,0.028,0.838,0.028,0.7177916666666666,0.028,0.7177916666666666,0.028,0.7177916666666666,0.028,0.7177916666666666,0.028
1980-09-23,0.144,0.028,0.144,0.028,0.144,0.028,0.144,0.028,0.2885833333333333,0.028,0.2885833333333333,0.028,0.2885833333333333,0.028,0.2885833333333333,0.028
1980-09-24,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.5121249999999999,0.028,0.5121249999999999,0.028,0.5121249999999999,0.028,0.5121249999999999,0.028
1980-09-25,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028
1980-09-26,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028
1980-09-27,0.492,0.028,0.492,0.028,0.492,0.028,0.492,0.028,0.516375,0.028,0.516375,0.028,0.516375,0.028,0.516375,0.028
1980-09-28,0.49,0.028,0.49,0.028,0.49,0.028,0.49,0.028,0.49041666666666667,0.028,0.49041666666666667,0.028,0.49041666666666667,0.028,0.4904166666666666,0.028
1980-09-29,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.5842083333333333,0.028,0.5842083333333333,0.028,0.5842083333333333,0.028,0.5842083333333333,0.028
1980-09-30,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028
1980-10-01,,0.028,,0.028,,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028
1980-10-02,-0.204,0.028,,0.028,,0.028,0.609,0.028,,0.028,0.609,0.028,0.609,0.028,0.609,0.028
1980-10-03,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028
1980-10-04,0.492,0.028,0.492,0.028,0.492,0.028,0.492,0.028,0.516375,0.028,0.516375,0.028,0.516375,0.028,0.516375,0.028
1980-10-05,0.609,0.028,0.609,0.028,0.609,0.028,0.609,0.028,0.584625,0.028,0.584625,0.028,0.584625,0.028,0.584625,0.028
1980-10-06,0.957,0.028,0.957,0.028,0.957,0.028,0.957,0.028,0.8845,0.028,0.8845,0.028,0.8845,0.028,0.8845000000000001,0.028
1980-10-07,0.49,0.028,0.49,0.028,0.49,0.028,0.49,0.028,0.5872916666666667,0.028,0.5872916666666667,0.028,0.5872916666666667,0.028,0.5872916666666667,0.028
1980-10-08,0.957,0.028,0.957,0.028,0.957,0.028,0.957,0.028,0.8597083333333333,0.028,0.8597083333333333,0.028,0.8597083333333333,0.028,0.8597083333333333,0.028
1980-10-09,0.619,0.028,0.619,0.028,0.619,0.028,0.619,0.028,0.6894166666666667,0.028,0.6894166666666667,0.028,0.6894166666666667,0.028,0.6894166666666666,0.028
1980-10-10,0.757,0.028,0.757,0.028,0.757,0.028,0.757,0.028,0.72825,0.028,0.72825,0.028,0.72825,0.028,0.72825,0.028
1980-10-11,0.271,0.028,0.271,0.028,0.271,0.028,0.271,0.028,0.37225,0.028,0.37225,0.028,0.37225,0.028,0.37225,0.028
1980-10-12,0.633,0.028,0.633,0.028,0.633,0.028,0.633,0.028,0.5575833333333333,0.028,0.5575833333333333,0.028,0.5575833333333333,0.028,0.5575833333333333,0.028
1980-10-13,1.0,0.028,1.0,0.028,1.0,0.028,1.0,0.028,0.9235416666666667,0.028,0.9235416666666667,0.028,0.9235416666666667,0.028,0.9235416666666668,0.028
1980-10-14,0.757,0.028,0.757,0.028,0.757,0.028,0.757,0.028,0.807625,0.028,0.807625,0.028,0.807625,0.028,0.807625,0.028
1980-10-15,0.879,0.028,0.879,0.028,0.879,0.028,0.879,0.028,0.8535833333333334,0.028,0.8535833333333334,0.028,0.8535833333333334,0.028,0.8535833333333334,0.028
1980-10-16,1.119,0.028,1.119,0.028,1.119,0.028,1.119,0.028,1.069,0.028,1.069,0.028,1.069,0.028,1.069,0.028
1980-10-17,0.514,0.028,0.514,0.028,0.514,0.028,0.514,0.028,0.6400416666666666,0.028,0.6400416666666666,0.028,0.6400416666666666,0.028,0.6400416666666666,0.028
1980-10-18,0.756,0.028,0.756,0.028,0.756,0.028,0.756,0.028,0.7055833333333333,0.028,0.7055833333333333,0.028,0.7055833333333333,0.028,0.7055833333333333,0.028
1980-10-19,1.116,0.028,1.116,0.028,1.116,0.028,1.116,0.028,1.0410000000000001,0.028,1.0410000000000001,0.028,1.0410000000000001,0.028,1.041,0.028
1980-10-20,0.998,0.028,0.998,0.028,0.998,0.028,0.998,0.028,1.0225833333333334,0.028,1.0225833333333334,0.028,1.0225833333333334,0.028,1.0225833333333334,0.028
1980-10-21,0.998,0.028,0.998,0.028,0.998,0.028,0.998,0.028,0.998,0.028,0.998,0.028,0.998,0.028,0.998,0.028
1980-10-22,0.877,0.028,0.877,0.028,0.877,0.028,0.877,0.028,0.9022083333333334,0.028,0.9022083333333334,0.028,0.9022083333333334,0.028,0.9022083333333332,0.028
1980-10-23,1.601,0.028,1.601,0.028,1.601,0.028,1.601,0.028,1.4501666666666666,0.028,1.4501666666666666,0.028,1.4501666666666666,0.028,1.4501666666666666,0.028
1980-10-24,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.3557083333333333,0.028,0.3557083333333333,0.028,0.3557083333333333,0.028,0.3557083333333333,0.028
1980-10-25,1.043,0.028,1.043,0.028,1.043,0.028,1.043,0.028,0.8315416666666665,0.028,0.8315416666666665,0.028,0.8315416666666665,0.028,0.8315416666666666,0.028
1980-10-26,0.66,0.028,0.66,0.028,0.66,0.028,0.66,0.028,0.7397916666666666,0.028,0.7397916666666666,0.028,0.7397916666666666,0.028,0.7397916666666666,0.028
1980-10-27,1.805,0.028,1.805,0.028,1.805,0.028,1.805,0.028,1.5302,0.028,1.5302,0.028,1.5302,0.028,1.5302,0.028
1980-10-28,0.79,0.028,0.79,0.028,0.79,0.028,0.79,0.028,1.04375,0.028,1.04375,0.028,1.04375,0.028,1.0437500000000002,0.028
1980-10-29,1.802,0.028,1.802,0.028,1.802,0.028,1.802,0.028,1.549,0.028,1.549,0.028,1.549,0.028,1.549,0.028
1980-10-30,0.282,0.028,0.282,0.028,0.282,0.028,0.282,0.028,0.6619999999999999,0.028,0.6619999999999999,0.028,0.6619999999999999,0.028,0.6619999999999999,0.028
1980-10-31,1.041,0.028,1.041,0.028,1.041,0.028,1.041,0.028,0.85125,0.028,0.85125,0.028,0.85125,0.028,0.8512499999999998,0.028
1980-11-01,1.165,0.028,1.165,0.028,1.165,0.028,1.165,0.028,1.1340000000000001,0.028,1.1340000000000001,0.028,1.1340000000000001,0.028,1.134,0.028
1980-11-02,1.168,0.028,1.168,0.028,1.168,0.028,1.168,0.028,1.16725,0.028,1.16725,0.028,1.16725,0.028,1.16725,0.028
1980-11-03,1.168,0.028,1.168,0.028,1.168,0.028,1.168,0.028,1.168,0.028,1.168,0.028,1.168,0.028,1.168,0.028
1980-11-04,0.785,0.028,0.785,0.028,0.785,0.028,0.785,0.028,0.88075,0.028,0.88075,0.028,0.88075,0.028,0.88075,0.028
1980-11-05,1.168,0.028,1.168,0.028,1.168,0.028,1.168,0.028,1.07225,0.028,1.07225,0.028,1.07225,0.028,1.07225,0.028
1980-11-06,1.216,0.028,1.216,0.028,1.216,0.028,1.216,0.028,1.204,0.028,1.204,0.028,1.204,0.028,1.204,0.028
1980-11-07,0.953,0.028,0.953,0.028,0.953,0.028,0.953,0.028,1.01875,0.028,1.01875,0.028,1.01875,0.028,1.01875,0.028
1980-11-08,1.487,0.028,1.487,0.028,1.487,0.028,1.487,0.028,1.3535000000000001,0.028,1.3535000000000001,0.028,1.3535000000000001,0.028,1.3535,0.028
1980-11-09,0.824,0.028,0.824,0.028,0.824,0.028,0.824,0.028,0.98975,0.028,0.98975,0.028,0.98975,0.028,0.98975,0.028
1980-11-10,0.953,0.028,0.953,0.028,0.953,0.028,0.953,0.028,0.92075,0.028,0.92075,0.028,0.92075,0.028,0.92075,0.028
1980-11-11,0.957,0.028,0.957,0.028,0.957,0.028,0.957,0.028,0.956,0.028,0.956,0.028,0.956,0.028,0.956,0.028
1980-11-12,1.088,0.028,1.088,0.028,1.088,0.028,1.088,0.028,1.05525,0.028,1.05525,0.028,1.05525,0.028,1.05525,0.028
1980-11-13,1.481,0.028,1.481,0.028,1.481,0.028,1.481,0.028,1.3827500000000001,0.028,1.3827500000000001,0.028,1.3827500000000001,0.028,1.38275,0.028
1980-11-14,0.822,0.028,0.822,0.028,0.822,0.028,0.822,0.028,0.98675,0.028,0.98675,0.028,0.98675,0.028,0.98675,0.028
1980-11-15,0.955,0.028,0.955,0.028,0.955,0.028,0.955,0.028,0.92175,0.028,0.92175,0.028,0.92175,0.028,0.92175,0.028
1980-11-16,1.087,0.028,1.087,0.028,1.087,0.028,1.087,0.028,1.054,0.028,1.054,0.028,1.054,0.028,1.054,0.028
1980-11-17,0.951,0.028,0.951,0.028,0.951,0.028,0.951,0.028,0.985,0.028,0.985,0.028,0.985,0.028,0.985,0.028
1980-11-18,1.093,0.028,1.093,0.028,1.093,0.028,1.093,0.028,1.0574999999999999,0.028,1.0574999999999999,0.028,1.0574999999999999,0.028,1.0575,0.028
1980-11-19,1.273,0.028,1.273,0.028,1.273,0.028,1.273,0.028,1.228,0.028,1.228,0.028,1.228,0.028,1.228,0.028
1980-11-20,0.993,0.028,0.993,0.028,0.993,0.028,0.993,0.028,1.063,0.028,1.063,0.028,1.063,0.028,1.063,0.028
1980-11-21,1.55,0.028,1.55,0.028,1.55,0.028,1.55,0.028,1.41075,0.028,1.41075,0.028,1.41075,0.028,1.41075,0.028
1980-11-22,1.408,0.028,1.408,0.028,1.408,0.028,1.408,0.028,1.4435,0.028,1.4435,0.028,1.4435,0.028,1.4435,0.028
1980-11-23,1.273,0.028,1.273,0.028,1.273,0.028,1.273,0.028,1.3067499999999999,0.028,1.3067499999999999,0.028,1.3067499999999999,0.028,1.30675,0.028
1980-11-24,0.858,0.028,0.858,0.028,0.858,0.028,0.858,0.028,0.96175,0.028,0.96175,0.028,0.96175,0.028,0.96175,0.028
1980-11-25,1.135,0.028,1.135,0.028,1.135,0.028,1.135,0.028,1.06575,0.028,1.06575,0.028,1.06575,0.028,1.06575,0.028
1980-11-26,0.855,0.028,0.855,0.028,0.855,0.028,0.855,0.028,0.925,0.028,0.925,0.028,0.925,0.028,0.925,0.028
1980-11-27,1.412,0.028,1.412,0.028,1.412,0.028,1.412,0.028,1.27275,0.028,1.27275,0.028,1.27275,0.028,1.2727499999999998,0.028
1980-11-28,0.72,0.028,0.72,0.028,0.72,0.028,0.72,0.028,0.8929999999999999,0.028,0.8929999999999999,0.028,0.8929999999999999,0.028,0.8929999999999999,0.028
1980-11-29,1.685,0.028,1.685,0.028,1.685,0.028,1.685,0.028,1.44375,0.028,1.44375,0.028,1.44375,0.028,1.44375,0.028
1980-11-30,1.292,0.028,1.292,0.028,1.292,0.028,1.292,0.028,1.39025,0.028,1.39025,0.028,1.39025,0.028,1.39025,0.028
1980-12-01,1.33,0.028,1.33,0.028,1.33,0.028,1.33,0.028,1.3205,0.028,1.3205,0.028,1.3205,0.028,1.3205,0.028
1980-12-02,0.459,0.028,0.459,0.028,0.459,0.028,0.459,0.028,0.6767500000000001,0.028,0.6767500000000001,0.028,0.6767500000000001,0.028,0.6767500000000001,0.028
1980-12-03,0.462,0.028,0.462,0.028,0.462,0.028,0.462,0.028,0.46125000000000005,0.028,0.46125000000000005,0.028,0.46125000000000005,0.028,0.46125,0.028
1980-12-04,0.896,0.028,0.896,0.028,0.896,0.028,0.896,0.028,0.7875,0.028,0.7875,0.028,0.7875,0.028,0.7875000000000001,0.028
1980-12-05,1.619,0.028,1.619,0.028,1.619,0.028,1.619,0.028,1.43825,0.028,1.43825,0.028,1.43825,0.028,1.43825,0.028
1980-12-06,1.182,0.028,1.182,0.028,1.182,0.028,1.182,0.028,1.29125,0.028,1.29125,0.028,1.29125,0.028,1.29125,0.028
1980-12-07,1.474,0.028,1.474,0.028,1.474,0.028,1.474,0.028,1.401,0.028,1.401,0.028,1.401,0.028,1.401,0.028
1980-12-08,1.041,0.028,1.041,0.028,1.041,0.028,1.041,0.028,1.1492499999999999,0.028,1.1492499999999999,0.028,1.1492499999999999,0.028,1.14925,0.028
1980-12-09,0.748,0.028,0.748,0.028,0.748,0.028,0.748,0.028,0.82125,0.028,0.82125,0.028,0.82125,0.028,0.82125,0.028
1980-12-10,0.752,0.028,0.752,0.028,0.752,0.028,0.752,0.028,0.751,0.028,0.751,0.028,0.751,0.028,0.751,0.028
1980-12-11,0.752,0.028,0.752,0.028,0.752,0.028,0.752,0.028,0.752,0.028,0.752,0.028,0.752,0.028,0.752,0.028
1980-12-12,1.619,0.028,1.619,0.028,1.619,0.028,1.619,0.028,1.40225,0.028,1.40225,0.028,1.40225,0.028,1.40225,0.028
1980-12-13,1.326,0.028,1.326,0.028,1.326,0.028,1.326,0.028,1.39925,0.028,1.39925,0.028,1.39925,0.028,1.39925,0.028
1980-12-14,1.356,0.028,1.356,0.028,1.356,0.028,1.356,0.028,1.3485,0.028,1.3485,0.028,1.3485,0.028,1.3485,0.028
1980-12-15,1.385,0.028,1.385,0.028,1.385,0.028,1.385,0.028,1.37775,0.028,1.37775,0.028,1.37775,0.028,1.37775,0.028
1980-12-16,1.994,0.028,1.994,0.028,1.994,0.028,1.994,0.028,1.84175,0.028,1.84175,0.028,1.84175,0.028,1.84175,0.028
1980-12-17,1.54,0.028,1.54,0.028,1.54,0.028,1.54,0.028,1.6535,0.028,1.6535,0.028,1.6535,0.028,1.6535,0.028
1980-12-18,1.083,0.028,1.083,0.028,1.083,0.028,1.083,0.028,1.19725,0.028,1.19725,0.028,1.19725,0.028,1.19725,0.028
1980-12-19,1.087,0.028,1.087,0.028,1.087,0.028,1.087,0.028,1.086,0.028,1.086,0.028,1.086,0.028,1.086,0.028
1980-12-20,0.481,0.028,0.481,0.028,0.481,0.028,0.481,0.028,0.6325,0.028,0.6325,0.028,0.6325,0.028,0.6325,0.028
1980-12-21,0.934,0.028,0.934,0.028,0.934,0.028,0.934,0.028,0.8207500000000001,0.028,0.8207500000000001,0.028,0.8207500000000001,0.028,0.8207500000000001,0.028
1980-12-22,0.628,0.028,0.628,0.028,0.628,0.028,0.628,0.028,0.7045,0.028,0.7045,0.028,0.7045,0.028,0.7045,0.028
1980-12-23,1.358,0.0,1.358,0.0,1.358,0.0,1.358,0.0,1.1755,0.007,1.1755,0.007,1.1755,0.007,1.1755,0.0069999999999999
1980-12-24,1.688,0.028,1.688,0.028,1.688,0.028,1.688,0.028,1.6055,0.021,1.6055,0.021,1.6055,0.021,1.6055,0.021
1980-12-25,0.33,0.028,0.33,0.028,0.33,0.028,0.33,0.028,0.6695,0.028,0.6695,0.028,0.6695,0.028,0.6695,0.028
1980-12-26,0.93,0.028,0.93,0.028,0.93,0.028,0.93,0.028,0.78,0.028,0.78,0.028,0.78,0.028,0.78,0.028
1980-12-27,1.544,0.028,1.544,0.028,1.544,0.028,1.544,0.028,1.3905,0.028,1.3905,0.028,1.3905,0.028,1.3905,0.028
1980-12-28,1.918,0.028,1.918,0.028,1.918,0.028,1.918,0.028,1.8245,0.028,1.8245,0.028,1.8245,0.028,1.8245,0.028
1980-12-29,1.448,0.028,1.448,0.028,1.448,0.028,1.448,0.028,1.5655,0.028,1.5655,0.028,1.5655,0.028,1.5655,0.028
1980-12-30,1.448,0.028,1.448,0.028,1.448,0.028,1.448,0.028,1.448,0.028,1.448,0.028,1.448,0.028,1.448,0.028
1980-12-31,1.602,0.028,1.602,0.028,1.602,0.028,1.602,0.028,1.5635000000000001,0.028,1.5635000000000001,0.028,1.5635000000000001,0.028,1.5635,0.028
1981-01-01,1.29,0.028,1.29,0.028,1.29,0.028,1.29,0.028,1.368,0.028,1.368,0.028,1.368,0.028,1.368,0.028
1981-01-02,0.975,0.028,0.975,0.028,0.975,0.028,0.975,0.028,1.05375,0.028,1.05375,0.028,1.05375,0.028,1.05375,0.028
1981-01-03,1.602,0.028,1.602,0.028,1.602,0.028,1.602,0.028,1.4452500000000001,0.028,1.4452500000000001,0.028,1.4452500000000001,0.028,1.44525,0.028
1981-01-04,0.975,0.028,0.975,0.028,0.975,0.028,0.975,0.028,1.13175,0.028,1.13175,0.028,1.13175,0.028,1.13175,0.028
1981-01-05,1.29,0.028,1.29,0.028,1.29,0.028,1.29,0.028,1.21125,0.028,1.21125,0.028,1.21125,0.028,1.21125,0.028
1981-01-06,1.29,0.028,1.29,0.028,1.29,0.028,1.29,0.028,1.29,0.028,1.29,0.028,1.29,0.028,1.29,0.028
1981-01-07,1.287,0.028,1.287,0.028,1.287,0.028,1.287,0.028,1.28775,0.028,1.28775,0.028,1.28775,0.028,1.28775,0.028
1981-01-08,1.147,0.028,1.147,0.028,1.147,0.028,1.147,0.028,1.182,0.028,1.182,0.028,1.182,0.028,1.182,0.028
1981-01-09,1.512,0.028,1.512,0.028,1.512,0.028,1.512,0.028,1.42075,0.028,1.42075,0.028,1.42075,0.028,1.42075,0.028
1981-01-10,0.849,0.028,0.849,0.028,0.849,0.028,0.849,0.028,1.01475,0.028,1.01475,0.028,1.01475,0.028,1.01475,0.028
1981-01-11,1.512,0.028,1.512,0.028,1.512,0.028,1.512,0.028,1.34625,0.028,1.34625,0.028,1.34625,0.028,1.34625,0.028
1981-01-12,1.018,0.028,1.018,0.028,1.018,0.028,1.018,0.028,1.1415,0.028,1.1415,0.028,1.1415,0.028,1.1415,0.028
1981-01-13,1.344,0.028,1.344,0.028,1.344,0.028,1.344,0.028,1.2625,0.028,1.2625,0.028,1.2625,0.028,1.2625000000000002,0.028
1981-01-14,1.183,0.028,1.183,0.028,1.183,0.028,1.183,0.028,1.2232500000000002,0.028,1.2232500000000002,0.028,1.2232500000000002,0.028,1.2232500000000002,0.028
1981-01-15,1.182,0.028,1.182,0.028,1.182,0.028,1.182,0.028,1.18225,0.028,1.18225,0.028,1.18225,0.028,1.18225,0.028
1981-01-16,1.345,0.028,1.345,0.028,1.345,0.028,1.345,0.028,1.30425,0.028,1.30425,0.028,1.30425,0.028,1.30425,0.028
1981-01-17,1.012,0.028,1.012,0.028,1.012,0.028,1.012,0.028,1.09525,0.028,1.09525,0.028,1.09525,0.028,1.09525,0.028
1981-01-18,0.522,0.028,0.522,0.028,0.522,0.028,0.522,0.028,0.6445000000000001,0.028,0.6445000000000001,0.028,0.6445000000000001,0.028,0.6445000000000001,0.028
1981-01-19,1.016,0.028,1.016,0.028,1.016,0.028,1.016,0.028,0.8925,0.028,0.8925,0.028,0.8925,0.028,0.8925000000000001,0.028
1981-01-20,1.345,0.028,1.345,0.028,1.345,0.028,1.345,0.028,1.26275,0.028,1.26275,0.028,1.26275,0.028,1.26275,0.028
1981-01-21,1.341,0.028,1.341,0.028,1.341,0.028,1.341,0.028,1.3419999999999999,0.028,1.3419999999999999,0.028,1.3419999999999999,0.028,1.342,0.028
