date,raw_inflow,raw_outflow,negative_mask_inflow,negative_mask_outflow,filtered_inflow,filtered_outflow,linear_limit7_inflow,linear_limit7_outflow,negative_mask_utc_inflow,negative_mask_utc_outflow,full_replay_inflow,full_replay_outflow,strict_gap7_utc_inflow,strict_gap7_utc_outflow,CARS_inflow,CARS_outflow
1975-01-12,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.542,0.028,0.542,0.028,0.542,0.028,0.542,0.028
1975-01-13,0.8,0.028,0.8,0.028,0.8,0.028,0.8,0.028,0.6070000000000001,0.028,0.6070000000000001,0.028,0.6070000000000001,0.028,0.6070000000000001,0.028
1975-01-14,0.808,0.028,0.808,0.028,0.808,0.028,0.808,0.028,0.806,0.028,0.806,0.028,0.806,0.028,0.806,0.028
1975-01-15,1.388,0.028,1.388,0.028,1.388,0.028,1.388,0.028,1.2429999999999999,0.028,1.2429999999999999,0.028,1.2429999999999999,0.028,1.243,0.028
1975-01-16,1.198,0.028,1.198,0.028,1.198,0.028,1.198,0.028,1.2455,0.028,1.2455,0.028,1.2455,0.028,1.2454999999999998,0.028
1975-01-17,1.588,0.028,1.588,0.028,1.588,0.028,1.588,0.028,1.4905,0.028,1.4905,0.028,1.4905,0.028,1.4905,0.028
1975-01-18,1.783,0.028,1.783,0.028,1.783,0.028,1.783,0.028,1.73425,0.028,1.73425,0.028,1.73425,0.028,1.7342499999999998,0.028
1975-01-19,1.973,0.028,1.973,0.028,1.973,0.028,1.973,0.028,1.9255,0.028,1.9255,0.028,1.9255,0.028,1.9255,0.028
1975-01-20,1.393,0.028,1.393,0.028,1.393,0.028,1.393,0.028,1.538,0.028,1.538,0.028,1.538,0.028,1.538,0.028
1975-01-21,1.393,0.028,1.393,0.028,1.393,0.028,1.393,0.028,1.393,0.028,1.393,0.028,1.393,0.028,1.393,0.028
1975-01-22,1.583,0.028,1.583,0.028,1.583,0.028,1.583,0.028,1.5354999999999999,0.028,1.5354999999999999,0.028,1.5354999999999999,0.028,1.5355,0.028
1975-01-23,1.588,0.028,1.588,0.028,1.588,0.028,1.588,0.028,1.58675,0.028,1.58675,0.028,1.58675,0.028,1.58675,0.028
1975-01-24,1.588,0.028,1.588,0.028,1.588,0.028,1.588,0.028,1.588,0.028,1.588,0.028,1.588,0.028,1.588,0.028
1975-01-25,1.583,0.028,1.583,0.028,1.583,0.028,1.583,0.028,1.58425,0.028,1.58425,0.028,1.58425,0.028,1.58425,0.028
1975-01-26,2.206,0.028,2.206,0.028,2.206,0.028,2.206,0.028,2.05025,0.028,2.05025,0.028,2.05025,0.028,2.05025,0.028
1975-01-27,1.654,0.028,1.654,0.028,1.654,0.028,1.654,0.028,1.792,0.028,1.792,0.028,1.792,0.028,1.7919999999999998,0.028
1975-01-28,1.446,0.028,1.446,0.028,1.446,0.028,1.446,0.028,1.498,0.028,1.498,0.028,1.498,0.028,1.498,0.028
1975-01-29,1.248,0.028,1.248,0.028,1.248,0.028,1.248,0.028,1.2975,0.028,1.2975,0.028,1.2975,0.028,1.2975,0.028
1975-01-30,1.857,0.028,1.857,0.028,1.857,0.028,1.857,0.028,1.70475,0.028,1.70475,0.028,1.70475,0.028,1.70475,0.028
1975-01-31,1.824,0.0,1.824,0.0,1.824,0.0,1.824,0.0,1.83225,0.007,1.83225,0.007,1.83225,0.007,1.83225,0.0069999999999999
1975-02-01,0.435,0.028,0.435,0.028,0.435,0.028,0.435,0.028,0.78225,0.021,0.78225,0.021,0.78225,0.021,0.7822499999999999,0.021
1975-02-02,1.653,0.028,1.653,0.028,1.653,0.028,1.653,0.028,1.3485,0.028,1.3485,0.028,1.3485,0.028,1.3485,0.028
1975-02-03,1.449,0.028,1.449,0.028,1.449,0.028,1.449,0.028,1.5,0.028,1.5,0.028,1.5,0.028,1.5,0.028
1975-02-04,1.444,0.028,1.444,0.028,1.444,0.028,1.444,0.028,1.44525,0.028,1.44525,0.028,1.44525,0.028,1.44525,0.028
1975-02-05,1.043,0.028,1.043,0.028,1.043,0.028,1.043,0.028,1.1432499999999999,0.028,1.1432499999999999,0.028,1.1432499999999999,0.028,1.14325,0.028
1975-02-06,0.637,0.028,0.637,0.028,0.637,0.028,0.637,0.028,0.7385,0.028,0.7385,0.028,0.7385,0.028,0.7384999999999999,0.028
1975-02-07,1.043,0.028,1.043,0.028,1.043,0.028,1.043,0.028,0.9414999999999999,0.028,0.9414999999999999,0.028,0.9414999999999999,0.028,0.9415,0.028
1975-02-08,0.84,0.028,0.84,0.028,0.84,0.028,0.84,0.028,0.8907499999999999,0.028,0.8907499999999999,0.028,0.8907499999999999,0.028,0.8907499999999999,0.028
1975-02-09,1.038,0.028,1.038,0.028,1.038,0.028,1.038,0.028,0.9885,0.028,0.9885,0.028,0.9885,0.028,0.9885,0.028
1975-02-10,0.84,0.028,0.84,0.028,0.84,0.028,0.84,0.028,0.8895,0.028,0.8895,0.028,0.8895,0.028,0.8895,0.028
1975-02-11,2.296,0.028,2.296,0.028,2.296,0.028,2.296,0.028,1.932,0.028,1.932,0.028,1.932,0.028,1.932,0.028
1975-02-12,1.087,0.028,1.087,0.028,1.087,0.028,1.087,0.028,1.3892499999999999,0.028,1.3892499999999999,0.028,1.3892499999999999,0.028,1.38925,0.028
1975-02-13,1.506,0.028,1.506,0.028,1.506,0.028,1.506,0.028,1.40125,0.028,1.40125,0.028,1.40125,0.028,1.40125,0.028
1975-02-14,1.511,0.028,1.511,0.028,1.511,0.028,1.511,0.028,1.50975,0.028,1.50975,0.028,1.50975,0.028,1.50975,0.028
1975-02-15,1.934,0.028,1.934,0.028,1.934,0.028,1.934,0.028,1.82825,0.028,1.82825,0.028,1.82825,0.028,1.82825,0.028
1975-02-16,2.776,0.028,2.776,0.028,2.776,0.028,2.776,0.028,2.5654999999999997,0.028,2.5654999999999997,0.028,2.5654999999999997,0.028,2.5654999999999997,0.028
1975-02-17,0.664,0.028,0.664,0.028,0.664,0.028,0.664,0.028,1.192,0.028,1.192,0.028,1.192,0.028,1.192,0.028
1975-02-18,0.875,0.028,0.875,0.028,0.875,0.028,0.875,0.028,0.82225,0.028,0.82225,0.028,0.82225,0.028,0.82225,0.028
1975-02-19,2.984,0.028,2.984,0.028,2.984,0.028,2.984,0.028,2.45675,0.028,2.45675,0.028,2.45675,0.028,2.45675,0.028
1975-02-20,0.874,0.028,0.874,0.028,0.874,0.028,0.874,0.028,1.4015000000000002,0.028,1.4015000000000002,0.028,1.4015000000000002,0.028,1.4015000000000002,0.028
1975-02-21,0.663,0.028,0.663,0.028,0.663,0.028,0.663,0.028,0.71575,0.028,0.71575,0.028,0.71575,0.028,0.71575,0.028
1975-02-22,1.932,0.028,1.932,0.028,1.932,0.028,1.932,0.028,1.61475,0.028,1.61475,0.028,1.61475,0.028,1.61475,0.028
1975-02-23,1.504,0.028,1.504,0.028,1.504,0.028,1.504,0.028,1.611,0.028,1.611,0.028,1.611,0.028,1.611,0.028
1975-02-24,1.086,0.028,1.086,0.028,1.086,0.028,1.086,0.028,1.1768695652173913,0.028,1.1768695652173913,0.028,1.1768695652173913,0.028,1.1768695652173915,0.028
1975-02-25,1.959,0.028,1.959,0.028,1.959,0.028,1.959,0.028,1.777125,0.028,1.777125,0.028,1.777125,0.028,1.777125,0.028
1975-02-26,1.352,0.028,1.352,0.028,1.352,0.028,1.352,0.028,1.4784583333333334,0.028,1.4784583333333334,0.028,1.4784583333333334,0.028,1.4784583333333334,0.028
1975-02-27,1.126,0.028,1.126,0.028,1.126,0.028,1.126,0.028,1.1730833333333333,0.028,1.1730833333333333,0.028,1.1730833333333333,0.028,1.1730833333333333,0.028
1975-02-28,1.794,0.028,1.794,0.028,1.794,0.028,1.794,0.028,1.6548333333333334,0.028,1.6548333333333334,0.028,1.6548333333333334,0.028,1.6548333333333334,0.028
1975-03-01,2.455,0.028,2.455,0.028,2.455,0.028,2.455,0.028,2.3172916666666667,0.028,2.3172916666666667,0.028,2.3172916666666667,0.028,2.3172916666666667,0.028
1975-03-02,1.126,0.028,1.126,0.028,1.126,0.028,1.126,0.028,1.402875,0.028,1.402875,0.028,1.402875,0.028,1.402875,0.028
1975-03-03,1.573,0.028,1.573,0.028,1.573,0.028,1.573,0.028,1.479875,0.028,1.479875,0.028,1.479875,0.028,1.4798749999999998,0.028
1975-03-04,1.792,0.028,1.792,0.028,1.792,0.028,1.792,0.028,1.746375,0.028,1.746375,0.028,1.746375,0.028,1.746375,0.028
1975-03-05,1.571,0.028,1.571,0.028,1.571,0.028,1.571,0.028,1.6170416666666667,0.028,1.6170416666666667,0.028,1.6170416666666667,0.028,1.6170416666666667,0.028
1975-03-06,1.565,0.028,1.565,0.028,1.565,0.028,1.565,0.028,1.56625,0.028,1.56625,0.028,1.56625,0.028,1.56625,0.028
1975-03-07,1.791,0.028,1.791,0.028,1.791,0.028,1.791,0.028,1.7439166666666666,0.028,1.7439166666666666,0.028,1.7439166666666666,0.028,1.7439166666666666,0.028
1975-03-08,1.35,0.028,1.35,0.028,1.35,0.028,1.35,0.028,1.441875,0.028,1.441875,0.028,1.441875,0.028,1.441875,0.028
1975-03-09,1.786,0.028,1.786,0.028,1.786,0.028,1.786,0.028,1.6951666666666667,0.028,1.6951666666666667,0.028,1.6951666666666667,0.028,1.6951666666666667,0.028
1975-03-10,2.012,0.028,2.012,0.028,2.012,0.028,2.012,0.028,1.9649166666666666,0.028,1.9649166666666666,0.028,1.9649166666666666,0.028,1.9649166666666664,0.028
1975-03-11,1.388,0.028,1.388,0.028,1.388,0.028,1.388,0.028,1.518,0.028,1.518,0.028,1.518,0.028,1.518,0.028
1975-03-12,1.867,0.028,1.867,0.028,1.867,0.028,1.867,0.028,1.7672083333333333,0.028,1.7672083333333333,0.028,1.7672083333333333,0.028,1.7672083333333333,0.028
1975-03-13,1.631,0.028,1.631,0.028,1.631,0.028,1.631,0.028,1.6801666666666666,0.028,1.6801666666666666,0.028,1.6801666666666666,0.028,1.6801666666666666,0.028
1975-03-14,1.177,0.028,1.177,0.028,1.177,0.028,1.177,0.028,1.2715833333333333,0.028,1.2715833333333333,0.028,1.2715833333333333,0.028,1.2715833333333335,0.028
1975-03-15,1.867,0.028,1.867,0.028,1.867,0.028,1.867,0.028,1.72325,0.028,1.72325,0.028,1.72325,0.028,1.7232500000000002,0.028
1975-03-16,1.861,0.028,1.861,0.028,1.861,0.028,1.861,0.028,1.86225,0.028,1.86225,0.028,1.86225,0.028,1.86225,0.028
1975-03-17,1.867,0.028,1.867,0.028,1.867,0.028,1.867,0.028,1.86575,0.028,1.86575,0.028,1.86575,0.028,1.86575,0.028
1975-03-18,1.637,0.028,1.637,0.028,1.637,0.028,1.637,0.028,1.6849166666666666,0.028,1.6849166666666666,0.028,1.6849166666666666,0.028,1.6849166666666666,0.028
1975-03-19,1.407,0.028,1.407,0.028,1.407,0.028,1.407,0.028,1.4549166666666666,0.028,1.4549166666666666,0.028,1.4549166666666666,0.028,1.4549166666666666,0.028
1975-03-20,1.631,0.028,1.631,0.028,1.631,0.028,1.631,0.028,1.5843333333333334,0.028,1.5843333333333334,0.028,1.5843333333333334,0.028,1.5843333333333334,0.028
1975-03-21,2.096,0.028,2.096,0.028,2.096,0.028,2.096,0.028,1.999125,0.028,1.999125,0.028,1.999125,0.028,1.999125,0.028
1975-03-22,1.407,0.028,1.407,0.028,1.407,0.028,1.407,0.028,1.5505416666666667,0.028,1.5505416666666667,0.028,1.5505416666666667,0.028,1.5505416666666667,0.028
1975-03-23,2.78,0.028,2.78,0.028,2.78,0.028,2.78,0.028,2.493958333333333,0.028,2.493958333333333,0.028,2.493958333333333,0.028,2.4939583333333335,0.028
1975-03-24,1.895,0.028,1.895,0.028,1.895,0.028,1.895,0.028,2.079375,0.028,2.079375,0.028,2.079375,0.028,2.079375,0.028
1975-03-25,0.507,0.028,0.507,0.028,0.507,0.028,0.507,0.028,0.7961666666666667,0.028,0.7961666666666667,0.028,0.7961666666666667,0.028,0.7961666666666667,0.028
1975-03-26,0.985,0.028,0.985,0.028,0.985,0.028,0.985,0.028,0.8854166666666666,0.028,0.8854166666666666,0.028,0.8854166666666666,0.028,0.8854166666666666,0.028
1975-03-27,2.654,0.028,2.654,0.028,2.654,0.028,2.654,0.028,2.3062916666666666,0.028,2.3062916666666666,0.028,2.3062916666666666,0.028,2.306291666666666,0.028
1975-03-28,1.703,0.028,1.703,0.028,1.703,0.028,1.703,0.028,1.9011250000000002,0.028,1.9011250000000002,0.028,1.9011250000000002,0.028,1.901125,0.028
1975-03-29,0.985,0.028,0.985,0.028,0.985,0.028,0.985,0.028,1.1345833333333333,0.028,1.1345833333333333,0.028,1.1345833333333333,0.028,1.1345833333333335,0.028
1975-03-30,1.697,0.028,1.697,0.028,1.697,0.028,1.697,0.028,1.5486666666666666,0.028,1.5486666666666666,0.028,1.5486666666666666,0.028,1.5486666666666666,0.028
1975-03-31,1.464,0.028,1.464,0.028,1.464,0.028,1.464,0.028,1.5125416666666667,0.028,1.5125416666666667,0.028,1.5125416666666667,0.028,1.512541666666667,0.028
1975-04-01,1.224,0.028,1.224,0.028,1.224,0.028,1.224,0.028,1.274,0.028,1.274,0.028,1.274,0.028,1.274,0.028
1975-04-02,0.984,0.028,0.984,0.028,0.984,0.028,0.984,0.028,1.034,0.028,1.034,0.028,1.034,0.028,1.034,0.028
1975-04-03,1.223,0.028,1.223,0.028,1.223,0.028,1.223,0.028,1.1732083333333334,0.028,1.1732083333333334,0.028,1.1732083333333334,0.028,1.1732083333333334,0.028
1975-04-04,0.984,0.028,0.984,0.028,0.984,0.028,0.984,0.028,1.0337916666666667,0.028,1.0337916666666667,0.028,1.0337916666666667,0.028,1.0337916666666669,0.028
1975-04-05,2.412,0.028,2.412,0.028,2.412,0.028,2.412,0.028,2.1145,0.028,2.1145,0.028,2.1145,0.028,2.1145,0.028
1975-04-06,1.701,0.028,1.701,0.028,1.701,0.028,1.701,0.028,1.849125,0.028,1.849125,0.028,1.849125,0.028,1.849125,0.028
1975-04-07,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.37654166666666666,0.028,0.37654166666666666,0.028,0.37654166666666666,0.028,0.3765416666666665,0.028
1975-04-08,4.323,0.028,4.323,0.028,4.323,0.028,4.323,0.028,3.428208333333334,0.028,3.428208333333334,0.028,3.428208333333334,0.028,3.4282083333333344,0.028
1975-04-09,1.491,0.028,1.491,0.028,1.491,0.028,1.491,0.028,2.0810000000000004,0.028,2.0810000000000004,0.028,2.0810000000000004,0.028,2.0810000000000004,0.028
1975-04-10,2.018,0.028,2.018,0.028,2.018,0.028,2.018,0.028,1.908208333333333,0.028,1.908208333333333,0.028,1.908208333333333,0.028,1.908208333333333,0.028
1975-04-11,1.017,0.028,1.017,0.028,1.017,0.028,1.017,0.028,1.2255416666666665,0.028,1.2255416666666665,0.028,1.2255416666666665,0.028,1.2255416666666663,0.028
1975-04-12,1.52,0.028,1.52,0.028,1.52,0.028,1.52,0.028,1.4152083333333334,0.028,1.4152083333333334,0.028,1.4152083333333334,0.028,1.4152083333333334,0.028
1975-04-13,1.52,0.028,1.52,0.028,1.52,0.028,1.52,0.028,1.52,0.028,1.52,0.028,1.52,0.028,1.52,0.028
1975-04-14,1.769,0.028,1.769,0.028,1.769,0.028,1.769,0.028,1.717125,0.028,1.717125,0.028,1.717125,0.028,1.717125,0.028
1975-04-15,1.763,0.028,1.763,0.028,1.763,0.028,1.763,0.028,1.7642499999999999,0.028,1.7642499999999999,0.028,1.7642499999999999,0.028,1.76425,0.028
1975-04-16,1.769,0.028,1.769,0.028,1.769,0.028,1.769,0.028,1.76775,0.028,1.76775,0.028,1.76775,0.028,1.76775,0.028
1975-04-17,2.763,0.028,2.763,0.028,2.763,0.028,2.763,0.028,2.5559166666666666,0.028,2.5559166666666666,0.028,2.5559166666666666,0.028,2.5559166666666666,0.028
1975-04-18,2.757,0.028,2.757,0.028,2.757,0.028,2.757,0.028,2.75825,0.028,2.75825,0.028,2.75825,0.028,2.75825,0.028
1975-04-19,0.277,0.028,0.277,0.028,0.277,0.028,0.277,0.028,0.793666666666667,0.028,0.793666666666667,0.028,0.793666666666667,0.028,0.793666666666667,0.028
1975-04-20,1.272,0.028,1.272,0.028,1.272,0.028,1.272,0.028,1.0647083333333334,0.028,1.0647083333333334,0.028,1.0647083333333334,0.028,1.0647083333333334,0.028
1975-04-21,1.769,0.028,1.769,0.028,1.769,0.028,1.769,0.028,1.6654583333333333,0.028,1.6654583333333333,0.028,1.6654583333333333,0.028,1.6654583333333333,0.028
1975-04-22,1.265,0.028,1.265,0.028,1.265,0.028,1.265,0.028,1.3699999999999999,0.028,1.3699999999999999,0.028,1.3699999999999999,0.028,1.37,0.028
1975-04-23,2.515,0.028,2.515,0.028,2.515,0.028,2.515,0.028,2.254583333333333,0.028,2.254583333333333,0.028,2.254583333333333,0.028,2.2545833333333336,0.028
1975-04-24,2.336,0.028,2.336,0.028,2.336,0.028,2.336,0.028,2.3732916666666664,0.028,2.3732916666666664,0.028,2.3732916666666664,0.028,2.373291666666667,0.028
1975-04-25,1.322,0.028,1.322,0.028,1.322,0.028,1.322,0.028,1.53325,0.028,1.53325,0.028,1.53325,0.028,1.53325,0.028
1975-04-26,2.091,0.028,2.091,0.028,2.091,0.028,2.091,0.028,1.9307916666666667,0.028,1.9307916666666667,0.028,1.9307916666666667,0.028,1.930791666666667,0.028
1975-04-27,1.322,0.028,1.322,0.028,1.322,0.028,1.322,0.028,1.4822083333333336,0.028,1.4822083333333336,0.028,1.4822083333333336,0.028,1.4822083333333331,0.028
1975-04-28,1.322,0.028,1.322,0.028,1.322,0.028,1.322,0.028,1.322,0.028,1.322,0.028,1.322,0.028,1.322,0.028
1975-04-29,0.804,0.028,0.804,0.028,0.804,0.028,0.804,0.028,0.9119166666666667,0.028,0.9119166666666667,0.028,0.9119166666666667,0.028,0.9119166666666668,0.028
1975-04-30,0.546,0.028,0.546,0.028,0.546,0.028,0.546,0.028,0.59975,0.028,0.59975,0.028,0.59975,0.028,0.59975,0.028
1975-05-01,-0.23,0.028,,0.028,,0.028,0.9305,0.028,0.8503958333333334,0.028,0.8503958333333334,0.028,0.8503958333333334,0.028,0.8503958333333334,0.028
1975-05-02,1.315,0.028,1.315,0.028,1.315,0.028,1.315,0.028,1.2348958333333333,0.028,1.2348958333333333,0.028,1.2348958333333333,0.028,1.2348958333333333,0.028
1975-05-03,2.097,0.028,2.097,0.028,2.097,0.028,2.097,0.028,1.9340833333333334,0.028,1.9340833333333334,0.028,1.9340833333333334,0.028,1.9340833333333336,0.028
1975-05-04,0.546,0.028,0.546,0.028,0.546,0.028,0.546,0.028,0.8691249999999999,0.028,0.8691249999999999,0.028,0.8691249999999999,0.028,0.8691249999999999,0.028
1975-05-05,1.837,0.028,1.837,0.028,1.837,0.028,1.837,0.028,1.5680416666666666,0.028,1.5680416666666666,0.028,1.5680416666666666,0.028,1.5680416666666666,0.028
1975-05-06,1.062,0.028,1.062,0.028,1.062,0.028,1.062,0.028,1.2234583333333333,0.028,1.2234583333333333,0.028,1.2234583333333333,0.028,1.223458333333333,0.028
1975-05-07,0.287,0.028,0.287,0.028,0.287,0.028,0.287,0.028,0.44845833333333335,0.028,0.44845833333333335,0.028,0.44845833333333335,0.028,0.4484583333333333,0.028
1975-05-08,0.287,0.028,0.287,0.028,0.287,0.028,0.287,0.028,0.287,0.028,0.287,0.028,0.287,0.028,0.287,0.028
1975-05-09,0.797,0.028,0.797,0.028,0.797,0.028,0.797,0.028,0.69075,0.028,0.69075,0.028,0.69075,0.028,0.69075,0.028
1975-05-10,1.062,0.028,1.062,0.028,1.062,0.028,1.062,0.028,1.0067916666666668,0.028,1.0067916666666668,0.028,1.0067916666666668,0.028,1.0067916666666668,0.028
1975-05-11,1.062,0.028,1.062,0.028,1.062,0.028,1.062,0.028,1.062,0.028,1.062,0.028,1.062,0.028,1.062,0.028
1975-05-12,0.545,0.028,0.545,0.028,0.545,0.028,0.545,0.028,0.6527083333333333,0.028,0.6527083333333333,0.028,0.6527083333333333,0.028,0.6527083333333334,0.028
1975-05-13,1.579,0.028,1.579,0.028,1.579,0.028,1.579,0.028,1.3635833333333334,0.028,1.3635833333333334,0.028,1.3635833333333334,0.028,1.3635833333333331,0.028
1975-05-14,0.545,0.028,0.545,0.028,0.545,0.028,0.545,0.028,0.7604166666666667,0.028,0.7604166666666667,0.028,0.7604166666666667,0.028,0.7604166666666667,0.028
1975-05-15,2.089,0.028,2.089,0.028,2.089,0.028,2.089,0.028,1.7673333333333334,0.028,1.7673333333333334,0.028,1.7673333333333334,0.028,1.7673333333333336,0.028
1975-05-16,1.579,0.028,1.579,0.028,1.579,0.028,1.579,0.028,1.68525,0.028,1.68525,0.028,1.68525,0.028,1.68525,0.028
1975-05-17,1.34,0.028,1.34,0.028,1.34,0.028,1.34,0.028,1.3897916666666668,0.028,1.3897916666666668,0.028,1.3897916666666668,0.028,1.3897916666666668,0.028
1975-05-18,1.907,0.028,1.907,0.028,1.907,0.028,1.907,0.028,1.788875,0.028,1.788875,0.028,1.788875,0.028,1.788875,0.028
1975-05-19,0.833,0.028,0.833,0.028,0.833,0.028,0.833,0.028,1.05675,0.028,1.05675,0.028,1.05675,0.028,1.05675,0.028
1975-05-20,0.29,0.028,0.29,0.028,0.29,0.028,0.29,0.028,0.403125,0.028,0.403125,0.028,0.403125,0.028,0.403125,0.028
1975-05-21,0.565,0.028,0.565,0.028,0.565,0.028,0.565,0.028,0.5077083333333333,0.028,0.5077083333333333,0.028,0.5077083333333333,0.028,0.5077083333333333,0.028
1975-05-22,0.297,0.028,0.297,0.028,0.297,0.028,0.297,0.028,0.3528333333333333,0.028,0.3528333333333333,0.028,0.3528333333333333,0.028,0.3528333333333333,0.028
1975-05-23,0.297,0.028,0.297,0.028,0.297,0.028,0.297,0.028,0.297,0.028,0.297,0.028,0.297,0.028,0.297,0.028
1975-05-24,1.13,0.057,1.13,0.057,1.13,0.057,1.13,0.057,0.9564583333333333,0.050958333333333335,0.9564583333333333,0.050958333333333335,0.9564583333333333,0.050958333333333335,0.9564583333333334,0.0509583333333333
1975-05-25,-0.212,0.057,,0.057,,0.057,1.5866666666666667,0.057,1.4915277777777778,0.057,1.4915277777777778,0.057,1.4915277777777778,0.057,1.4915277777777778,0.057
1975-05-26,-1.822,0.057,,0.057,,0.057,2.0433333333333334,0.057,,0.057,1.9481944444444446,0.057,1.9481944444444446,0.057,1.9481944444444448,0.057
1975-05-27,2.5,0.085,2.5,0.085,2.5,0.085,2.5,0.085,2.4048611111111113,0.07916666666666668,2.4048611111111113,0.07916666666666668,2.4048611111111113,0.07916666666666668,2.4048611111111113,0.0791666666666666
1975-05-28,1.373,4.587,1.373,4.587,1.373,4.587,1.373,4.587,1.6077916666666665,3.6490833333333335,1.6077916666666665,3.6490833333333335,1.6077916666666665,3.6490833333333335,1.6077916666666665,3.6490833333333335
1975-05-29,1.378,3.256,1.378,3.256,1.378,3.256,1.378,3.256,1.3769583333333333,3.5332916666666665,1.3769583333333333,3.5332916666666665,1.3769583333333333,3.5332916666666665,1.3769583333333333,3.533291666666666
1975-05-30,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.5111249999999999,0.9023749999999999,0.5111249999999999,0.9023749999999999,0.5111249999999999,0.9023749999999999,0.5111249999999999,0.902375
1975-05-31,0.833,0.028,0.833,0.028,0.833,0.028,0.833,0.028,0.7184166666666667,0.081125,0.7184166666666667,0.081125,0.7184166666666667,0.081125,0.7184166666666667,0.081125
1975-06-01,1.639,0.028,1.639,0.028,1.639,0.028,1.639,0.028,1.4710833333333333,0.028,1.4710833333333333,0.028,1.4710833333333333,0.028,1.4710833333333335,0.028
1975-06-02,0.558,0.028,0.558,0.028,0.558,0.028,0.558,0.028,0.7832083333333334,0.028,0.7832083333333334,0.028,0.7832083333333334,0.028,0.7832083333333334,0.028
1975-06-03,1.667,0.057,1.667,0.057,1.667,0.057,1.667,0.057,1.4359583333333332,0.050958333333333335,1.4359583333333332,0.050958333333333335,1.4359583333333332,0.050958333333333335,1.4359583333333332,0.0509583333333333
1975-06-04,1.667,0.057,1.667,0.057,1.667,0.057,1.667,0.057,1.667,0.057,1.667,0.057,1.667,0.057,1.667,0.057
1975-06-05,0.594,0.057,0.594,0.057,0.594,0.057,0.594,0.057,0.8175416666666668,0.057,0.8175416666666668,0.057,0.8175416666666668,0.057,0.8175416666666668,0.057
1975-06-06,0.622,0.085,0.622,0.085,0.622,0.085,0.622,0.085,0.6161666666666666,0.07916666666666668,0.6161666666666666,0.07916666666666668,0.6161666666666666,0.07916666666666668,0.6161666666666666,0.0791666666666666
1975-06-07,0.439,0.708,0.439,0.708,0.439,0.708,0.439,0.708,0.47712499999999997,0.5782083333333333,0.47712499999999997,0.5782083333333333,0.47712499999999997,0.5782083333333333,0.477125,0.5782083333333333
1975-06-08,6.225,1.133,6.225,1.133,6.225,1.133,6.225,1.133,5.019583333333333,1.0444583333333333,5.019583333333333,1.0444583333333333,5.019583333333333,1.0444583333333333,5.019583333333333,1.0444583333333333
1975-06-09,19.617,1.784,19.617,1.784,19.617,1.784,19.617,1.784,16.827,1.648375,16.827,1.648375,16.827,1.648375,16.827,1.648375
1975-06-10,5.408,2.067,5.408,2.067,5.408,2.067,5.408,2.067,8.368208333333335,2.0080416666666667,8.368208333333335,2.0080416666666667,8.368208333333335,2.0080416666666667,8.368208333333335,2.0080416666666667
1975-06-11,5.356,3.964,5.356,3.964,5.356,3.964,5.356,3.964,5.366833333333333,3.568791666666667,5.366833333333333,3.568791666666667,5.366833333333333,3.568791666666667,5.366833333333333,3.568791666666667
